,GSM3690866_G13_htseq,GSM3690863_G10_htseq,GSM3690855_G05_htseq,GSM3690867_G14_htseq,GSM3690857_G07_htseq,GSM3690868_G09_htseq,GSM3690864_G11_htseq,GSM3690852_G03_htseq,GSM3690851_G01_htseq,GSM3690865_G12_htseq,GSM3690858_G04_htseq,GSM3690856_G06_htseq
Akr1b10,2,0,0,0,0,0,22,0,0,0,0,0
Akr1b3,0,0,0,0,0,0,0,0,0,0,0,0
Akr1b7,0,0,0,0,0,0,0,0,0,0,0,0
Akr1b8,0,0,0,0,0,0,0,0,0,0,0,0
Akr1c12,0,0,0,0,0,0,0,0,0,0,13,0
Akr1c13,0,0,0,0,0,0,0,0,0,0,0,0
Akr1c14,0,0,0,0,0,0,0,0,0,0,0,0
Akr1c18,0,0,0,0,0,0,0,0,0,0,0,0
Akr1c19,0,0,0,0,0,0,0,0,0,0,0,0
Akr1c20,0,0,0,0,8,0,0,0,0,0,0,0
Akr1c21,0,0,0,0,0,0,0,0,0,0,0,0
Akr1c6,0,0,0,0,0,0,0,0,0,0,0,51
Akr1cl,0,0,0,0,0,0,0,0,0,0,0,0
Akr1d1,8,2,5,0,20,8,6,2,14,5,11,30
Akr1e1,184,1,3,3,176,0,626,51,0,239,12,37
Akr7a5,354,1,0,3,303,66,122,4,0,2,0,0
Akt1,94,224,9,59,86,79,73,163,176,32,72,10
Akt1s1,185,293,0,1,0,4,267,4,3,116,509,116
Akt2,161,532,22,213,240,188,22,42,0,105,63,257
Akt3,321,432,3,3,45,117,684,33,0,7,49,482
Aktip,1738,709,108,37,1533,322,2096,92,351,785,199,686
Alad,5,177,0,0,0,91,239,6,18,67,0,15
Alas1,699,733,51,176,851,30,790,35,402,383,1353,566
Alas2,37,87,0,2,0,0,33,0,84,60,0,23
Alb,0,0,0,0,0,0,0,0,0,0,33,0
Alcam,339,265,77,522,96,205,133,20,3,33,199,67
Aldh16a1,143,17,0,0,7,7,0,0,0,4,0,217
Aldh18a1,201,96,0,75,0,0,138,190,16,135,47,195
Aldh1a1,0,0,0,12,1024,0,207,0,0,7,15,0
Aldh1a2,0,0,0,0,0,0,0,0,10,0,0,0
Aldh1a3,0,0,0,0,0,0,0,0,0,0,759,0
Aldh1a7,0,0,0,0,6,0,0,0,0,0,0,0
Aldh1b1,0,29,0,0,0,0,0,0,0,0,0,0
Aldh1l1,2,0,0,0,0,0,0,0,0,6,14,3
Aldh1l2,0,59,0,0,0,0,25,1,0,259,4,15
Aldh2,37,9,0,0,6,0,540,0,0,0,0,0
Aldh3a1,23,0,0,0,0,0,0,0,0,0,0,0
Aldh3a2,455,3,0,6,65,1,227,0,535,239,0,0
Aldh3b1,63,0,0,65,0,0,0,0,0,0,0,29
Aldh3b2,72,0,0,0,0,0,0,0,0,0,0,0
Aldh4a1,298,132,1,249,0,339,7,9,0,352,28,51
Aldh5a1,172,58,0,88,0,2,360,22,0,97,0,198
Aldh6a1,15,213,81,0,0,74,0,0,52,18,48,310
Aldh7a1,512,129,8,0,0,39,231,14,0,2,0,1025
Aldh8a1,0,0,0,0,0,0,0,0,0,0,0,1
Aldh9a1,257,471,0,2,114,53,110,139,331,0,88,707
Aldoa,26236,15157,1584,3797,9172,6362,34158,1086,16087,14300,6551,7895
Aldoart1,12,19,6,4,15,5,36,2,19,8,4,11
Aldoart2,1,13,0,0,0,0,1,0,0,1,0,0
Aldob,0,0,0,0,0,0,0,0,0,0,0,0
Aldoc,574,556,3,859,486,1084,1187,47,1440,204,877,1413
Alg1,0,31,0,0,0,0,89,65,0,0,0,286
Alg10b,23,100,0,1,3,0,247,0,143,0,0,34
Alg11,257,258,4,31,36,140,599,75,33,340,34,378
Alg12,0,32,0,8,1,0,0,0,2,150,0,264
Alg13,77,3,1,1,0,93,19,58,67,206,0,179
Alg14,169,3,0,0,0,1,147,0,0,15,0,0
Alg2,476,581,105,3,1479,755,954,13,1155,289,3,724
Alg3,207,9,0,704,40,49,301,0,512,70,0,153
Alg5,520,39,0,0,0,215,381,5,0,5,0,0
Alg6,5,97,5,9,2,3,129,0,11,1,17,28
Alg8,0,6,0,5,5,1,9,0,310,250,0,245
Alg9,449,0,31,0,0,0,444,178,0,0,0,167
Alk,0,0,0,0,0,0,0,0,0,0,0,0
Alkbh1,203,69,0,4,10,6,26,4,3,9,72,139
Alkbh2,31,4,0,0,0,0,0,0,103,40,0,0
Alkbh3,159,279,0,1,722,0,238,0,0,54,4,336
Alkbh4,198,111,0,556,0,0,128,1,15,0,0,337
Alkbh5,975,519,40,276,4,155,774,99,314,320,57,148
Alkbh6,540,366,287,0,0,112,951,26,224,233,956,1083
Alkbh7,165,36,0,0,1,5,45,0,94,121,154,0
Alkbh8,190,523,30,5,571,23,70,18,2,75,5,534
Allc,0,0,0,0,0,0,0,0,0,0,0,0
Alms1,71,0,0,1,55,0,3,0,27,0,1,27
Alms1-ps2,0,0,0,0,0,0,0,0,1,0,0,0
Alox12,92,37,5,5,12,15,39,9,51,32,79,99
Alox12b,0,0,0,0,0,0,0,0,0,0,0,0
Alox12e,0,0,0,0,0,0,0,0,0,0,0,0
Alox15,0,0,0,0,0,0,0,0,0,0,0,0
Alox5,0,0,0,44,0,0,0,0,0,0,0,0
Alox5ap,90,0,0,0,11,423,50,3,193,0,0,0
Alox8,48,56,27,35,90,26,34,16,64,42,83,107
Aloxe3,230,178,0,0,0,57,491,0,38,254,53,941
Alpi,0,0,0,0,0,0,0,0,0,0,0,0
Alpk1,0,0,0,0,0,0,0,5,0,0,0,0
Alpk2,0,0,0,0,0,0,0,0,0,0,0,0
Alpk3,12,0,0,0,0,0,0,0,0,0,0,3
Alpl,0,1,0,0,0,0,0,0,0,0,0,0
Alppl2,0,0,0,0,0,0,0,0,0,0,0,0
Als2,161,513,78,46,123,233,262,12,567,109,771,503
Als2cl,4,102,7,1,2,1,1,2,13,1,5,16
Als2cr11,0,0,0,0,0,0,0,0,0,57,0,0
Als2cr12,0,23,0,0,0,0,0,0,0,0,0,0
Alx1,0,0,0,0,0,0,0,0,0,0,0,0
Alx3,0,0,0,0,0,0,0,0,0,0,0,0
Alx4,24,42,37,72,22,33,26,4,20,58,36,77
Alyref,174,55,16,3,338,11,73,72,361,101,7,244
Alyref2,166,71,3,6,6,2,102,2,21,76,2,197
Amacr,123,0,0,13,0,0,890,1,0,77,0,241
Ambn,0,0,0,0,0,0,0,0,0,0,0,0
Ambp,0,0,0,0,0,0,0,0,0,0,0,0
Ambra1,468,440,7,8,19,28,36,18,3,574,9,455
Amd1,0,0,0,0,0,0,0,0,0,0,0,0
Amd2,0,0,0,0,0,0,0,0,0,0,0,0
Amdhd1,0,0,0,0,0,0,0,0,0,0,0,0
Amdhd2,1,69,0,13,1,0,106,0,0,0,494,344
Amelx,0,0,0,0,0,0,0,0,0,0,0,0
Amer1,8,126,6,4,1,90,54,4,0,45,5,10
Amer2,27,423,79,4,20,125,405,11,5,227,2,215
Amer3,56,224,0,8,1297,192,381,137,221,361,9,40
Amfr,724,718,410,221,203,117,2102,66,1290,729,201,860
Amh,8,0,0,0,0,0,0,0,0,0,0,0
Amhr2,0,53,0,0,0,0,0,0,0,0,0,0
Amica1,0,0,0,0,0,0,0,0,0,0,0,0
Amigo1,396,48,0,3,1095,332,577,29,416,58,782,66
Amigo2,26,0,23,0,0,0,0,0,0,0,83,60
Amigo3,1,56,0,0,0,0,0,0,0,0,1,0
Ammecr1,0,18,24,2,0,9,0,1,3,0,12,40
Ammecr1l,93,409,18,1,0,709,1086,203,18,329,511,147
Amn,0,0,0,0,0,0,0,0,0,0,0,0
Amn1,82,34,0,47,0,86,218,1,0,74,9,153
Amot,3,96,1,1,2,200,10,57,2,65,3,5
Amotl1,126,25,7,8,8,45,3,32,10,49,13,15
Amotl2,0,2,0,0,1,0,0,0,0,0,0,0
Ampd1,0,0,0,0,0,0,0,9,0,0,0,0
Ampd2,491,696,0,4,1,22,1653,3,0,478,2100,836
Ampd3,25,128,4,3,10,3,3,1,0,12,12,9
Amph,1597,923,8,1602,2,314,2284,10,1066,834,340,248
Amt,156,6,0,0,0,33,38,0,0,0,0,4
Amtn,0,0,0,0,0,0,0,0,0,0,0,0
Amy1,316,127,0,1354,0,279,6,0,0,2,0,0
Amy2a2,0,0,0,0,0,0,0,0,0,0,0,0
Amy2a3,0,0,0,0,0,0,0,0,0,0,0,0
Amy2a4,0,0,0,0,0,0,0,0,0,0,0,0
Amy2a5,0,0,0,0,0,0,0,0,0,0,0,0
Amy2b,0,0,0,0,0,0,0,0,0,0,0,0
Amz1,0,1,4,0,0,0,0,0,0,0,0,0
Amz2,39,315,0,5,379,3,416,4,350,44,0,575
Anapc1,213,887,98,0,23,328,341,19,259,220,10,1420
Anapc10,99,39,10,0,0,14,155,11,2,237,184,6
Anapc11,332,77,19,9,192,88,101,15,562,32,107,65
Anapc13,179,48,121,7,123,73,159,17,222,35,0,33
Anapc15,84,60,0,0,479,5,0,0,0,77,0,282
Anapc16,517,345,0,665,594,70,714,62,234,499,0,6
Anapc2,369,1230,15,580,1025,128,1171,46,878,445,1218,1433
Anapc4,467,657,27,4,28,172,568,113,94,515,63,1412
Anapc5,668,1085,483,1279,839,247,1979,89,109,522,1097,448
Anapc7,513,325,0,1,23,207,350,52,233,6,21,572
Ang,0,0,0,0,0,1,0,0,73,0,0,0
Ang2,0,0,0,0,0,0,0,0,0,0,0,0
Ang3,0,0,0,0,0,0,0,0,0,0,0,0
Ang4,0,0,0,0,0,0,0,0,0,0,0,0
Ang5,0,0,0,0,0,0,0,0,0,0,0,0
Ang6,0,0,0,0,0,0,0,0,0,0,0,0
Angel1,70,254,0,0,0,62,0,0,12,1,0,0
Angel2,443,509,43,997,203,392,788,116,36,1798,290,132
Angpt1,0,0,0,0,3,0,0,9,0,0,0,0
Angpt2,14,11,0,8,2,6,1,6,6,9,25,14
Angpt4,0,0,0,0,0,0,0,0,0,0,0,0
Angptl1,0,1,0,0,0,18,0,0,0,0,0,97
Angptl2,0,25,0,0,0,0,0,0,0,1,0,233
Angptl3,0,0,0,0,0,0,2,0,0,7,0,0
Angptl4,0,0,0,0,0,0,0,0,0,0,0,0
Angptl6,231,136,0,0,47,104,187,35,372,300,336,176
Angptl7,0,0,0,0,0,1,42,2,1,0,20,27
Ank,397,392,0,0,541,59,1844,23,308,26,365,209
Ank1,0,1,3,0,0,0,0,0,0,0,0,3
Ank2,3189,3326,185,1850,2353,1542,3614,440,2669,1990,1695,3142
Ank3,3157,3856,474,370,2030,1203,3679,737,2213,2180,1175,3259
Ankar,0,0,0,22,0,0,0,0,42,0,0,0
Ankdd1b,0,3,0,0,0,0,8,0,147,232,0,0
Ankef1,0,0,2,0,0,26,0,1,0,0,0,145
Ankfn1,0,0,0,0,0,0,0,0,0,0,0,0
Ankfy1,182,389,42,137,287,242,243,75,122,96,502,653
Ankhd1,571,720,292,1639,9,616,709,337,380,482,181,1111
Ankib1,259,241,0,5,0,43,460,5,21,336,15,0
Ankk1,0,0,0,0,0,0,0,0,0,1,0,0
Ankle1,18,85,4,12,6,4,5,5,8,11,35,31
Ankle2,617,647,54,7,0,451,334,56,29,55,30,446
Ankmy1,0,0,0,0,0,0,0,0,0,0,0,0
Ankmy2,496,381,1,4,119,103,539,72,230,473,14,257
Ankra2,166,107,0,56,108,64,208,99,150,68,580,54
Ankrd1,0,0,0,0,0,0,0,0,0,0,0,0
Ankrd10,1285,997,222,91,771,1041,1590,102,735,813,355,2105
Ankrd11,649,955,417,965,418,204,1741,162,238,608,512,1149
Ankrd12,1656,935,245,1078,553,639,625,285,312,689,424,1974
Ankrd13a,10,107,30,150,127,152,2,39,134,173,48,83
Ankrd13b,108,3,0,0,0,0,5,1,0,1,157,309
Ankrd13c,37,305,17,0,32,10,551,76,73,338,0,208
Ankrd13d,335,211,0,1,645,221,294,0,39,161,411,621
Ankrd16,212,275,0,64,0,29,247,0,529,453,25,701
Ankrd17,1305,2134,68,554,2174,559,688,442,730,392,1280,1086
Ankrd2,0,0,0,0,0,0,0,0,0,0,0,0
Ankrd22,0,0,0,0,0,0,0,0,0,0,0,0
Ankrd23,0,63,0,0,0,0,1,0,0,6,0,358
Ankrd24,63,184,6,0,26,0,114,0,2,0,0,558
Ankrd26,103,228,0,1,7,3,208,1,0,4,0,236
Ankrd27,51,354,36,0,0,0,168,0,0,4,0,42
Ankrd28,104,285,0,1,0,77,255,34,7,80,8,204
Ankrd29,9,75,0,1,109,0,0,8,0,0,0,0
Ankrd32,313,180,18,159,760,396,151,0,151,0,2,11
Ankrd33,0,0,0,0,0,0,0,0,0,0,0,0
Ankrd33b,956,1022,107,2,1165,693,1478,316,36,1387,287,884
Ankrd34a,124,222,0,0,60,0,426,0,279,106,105,1
Ankrd34b,0,11,0,0,22,1,6,27,0,0,0,0
Ankrd34c,0,0,0,0,0,0,0,0,0,0,0,0
Ankrd35,48,79,0,31,0,0,0,0,0,0,0,0
Ankrd36,0,0,0,0,0,0,0,0,0,0,0,0
Ankrd37,43,8,760,0,0,1,49,0,0,0,0,0
Ankrd39,0,0,0,0,0,0,2,0,0,221,942,0
Ankrd40,285,77,52,254,4,2,518,129,839,285,312,65
Ankrd42,0,252,1,590,0,1,390,0,0,320,0,238
Ankrd44,0,0,0,0,0,1,0,0,0,1,0,0
Ankrd45,454,877,124,353,929,235,1798,156,318,9,899,700
Ankrd46,1550,961,19,1377,332,308,5795,65,930,496,64,703
Ankrd49,354,352,233,1,1,315,454,57,55,3,755,341
Ankrd50,23,285,2,109,13,156,167,183,342,163,56,0
Ankrd52,37,42,0,2,0,38,125,0,330,301,26,0
Ankrd53,0,0,137,0,109,61,0,0,0,0,0,0
Ankrd54,35,564,0,410,0,0,192,165,38,104,13,451
Ankrd55,47,125,0,0,0,0,0,1,9,5,0,0
Ankrd6,88,236,3,9,0,2,1155,4,0,785,36,13
Ankrd60,0,0,0,0,0,0,0,0,0,0,0,0
Ankrd61,0,60,0,0,0,0,0,0,0,0,0,0
Ankrd63,7,0,0,0,0,236,0,0,0,0,0,0
Ankrd66,0,0,0,0,0,0,0,0,0,0,0,0
Ankrd7,1,0,0,0,0,0,3,0,0,0,0,0
Ankrd9,238,103,0,1,3,2,237,9,123,0,95,182
Anks1,54,121,0,0,0,0,0,0,0,1,0,12
Anks1b,1167,1191,144,710,1116,334,1765,32,606,372,136,676
Anks3,828,346,6,1,0,745,556,14,554,390,223,618
Anks4b,0,0,0,0,0,0,0,0,0,0,0,0
Anks6,74,111,1,0,26,14,1,0,0,135,21,414
Ankzf1,117,743,0,0,37,0,21,0,1,319,472,361
Anln,0,13,0,4,3,0,0,0,0,1,1,0
Ano1,0,0,0,0,0,0,0,0,10,0,0,0
Ano10,102,337,186,0,0,1,575,1,138,46,10,289
Ano2,0,31,0,0,0,0,0,0,0,0,455,103
Ano3,1090,1606,421,1093,428,781,3207,67,64,1781,747,809
Ano4,0,0,0,11,0,3,0,5,1,0,5,0
Ano5,0,4,0,0,0,0,0,0,0,0,0,0
Ano6,668,379,2,2,116,373,376,1,1,625,1527,885
Ano7,0,0,0,0,0,34,0,0,0,0,0,0
Ano8,48,68,0,0,0,0,0,0,0,15,0,75
Ano9,0,0,0,0,0,0,0,0,0,0,0,0
Anp32a,727,669,97,14,434,125,1247,127,196,291,159,330
Anp32b,486,392,17,12,336,296,400,26,832,967,110,231
Anp32e,1564,969,185,339,314,448,1059,97,1425,583,228,637
Anpep,0,0,0,0,0,0,0,0,0,0,0,0
Antxr1,0,0,0,29,0,0,0,0,0,1,0,0
Antxr2,0,0,0,0,0,6,0,2,12,0,0,0
Antxrl,0,0,0,0,0,0,0,0,0,0,0,0
Anxa1,0,0,0,0,0,0,0,0,0,0,0,0
Anxa10,0,0,0,0,0,0,0,1,0,0,0,0
Anxa11,436,541,12,2,29,346,960,74,284,286,188,201
Anxa13,0,0,0,0,0,0,0,0,0,0,0,0
Anxa2,0,0,0,0,0,0,0,0,0,0,0,0
Anxa3,0,0,0,0,0,0,162,0,0,0,0,0
Anxa4,115,35,0,0,0,0,0,0,128,2,0,0
Anxa5,242,65,1,6,278,109,1,0,0,4,0,0
Anxa6,945,1089,8,2,33,360,957,28,1171,1153,105,126
Anxa7,1003,1233,0,235,2,56,1166,183,1715,580,928,145
Anxa8,0,0,0,0,0,0,0,0,0,0,0,0
Anxa9,0,0,0,0,0,0,0,0,0,0,520,0
Aoah,0,0,0,0,0,0,0,2,1,0,1,1
Aoc2,15,173,0,10,30,9,243,47,34,68,23,13
Aoc3,0,0,0,2,3,0,2,4,3,4,0,0
Aox1,0,0,0,0,0,0,0,0,0,0,0,0
Aox3,0,0,0,0,0,0,0,0,0,0,6,0
Aox3l1,24,0,0,0,0,0,2,1,22,0,0,0
Aox4,0,0,0,0,0,0,0,0,0,0,0,0
Ap1ar,155,191,1,0,0,53,452,70,131,180,1,19
Ap1b1,1546,1556,393,805,23,182,2777,242,1041,872,694,1599
Ap1g1,780,770,131,86,1580,94,586,181,110,588,313,628
Ap1g2,0,23,0,0,0,0,0,0,0,0,0,0
Ap1m1,435,1167,0,44,0,284,1801,11,447,745,172,1036
Ap1m2,0,0,0,0,0,0,0,0,0,0,0,0
Ap1s1,1570,1790,280,919,1071,299,3067,81,46,1259,533,1224
Ap1s2,46,60,1,8,119,107,524,18,0,3,153,9
Ap1s3,88,107,14,10,47,64,62,37,71,42,60,165
Ap2a1,846,860,17,128,122,288,898,68,1004,593,213,417
Ap2a2,581,982,148,804,1300,253,2112,172,516,632,1519,202
Ap2b1,1013,461,57,15,638,144,954,66,843,639,43,469
Ap2m1,7484,7165,49,3142,1608,1957,12570,504,7456,4019,2794,2559
Ap2s1,895,648,4,435,431,303,1730,254,1090,379,57,125
Ap3b1,1320,1950,194,125,105,607,1194,42,723,1327,1032,785
Ap3b2,1661,1438,107,155,532,584,1164,27,818,1997,1157,2111
Ap3d1,1708,2196,217,569,130,317,1735,304,1177,1913,2059,712
Ap3m1,236,271,0,24,0,596,918,0,865,538,0,5
Ap3m2,858,774,23,450,781,79,1054,112,121,182,6,209
Ap3s1,304,222,5,0,0,89,303,52,311,236,0,7
Ap3s2,298,234,2,281,897,37,900,8,705,354,1291,173
Ap4b1,74,0,1,0,0,0,44,6,0,2,0,0
Ap4e1,143,153,17,7,78,34,42,4,23,689,326,327
Ap4m1,0,37,0,1,0,0,0,2,0,6,0,133
Ap4s1,109,157,28,6,770,50,390,14,5,56,22,140
Ap5b1,0,0,0,0,0,0,0,48,0,0,4,0
Ap5m1,0,376,4,0,0,0,85,0,165,85,784,48
Ap5s1,0,1,0,0,0,143,375,0,372,0,2,0
Ap5z1,338,18,2,13,3,3,8,2,64,202,10,32
Apaf1,4,518,7,0,0,1,470,24,7,30,0,416
Apba1,85,612,267,134,463,201,712,56,779,255,295,388
Apba2,1984,1685,30,356,194,665,2166,241,1770,2823,90,785
Apba3,132,292,0,22,4,0,86,51,753,45,5,921
Apbb1,1867,1640,231,602,983,270,3518,100,850,832,774,803
Apbb1ip,0,0,18,0,0,16,67,0,0,0,0,2
Apbb2,240,722,6,753,26,275,929,18,411,47,5,27
Apbb3,381,290,0,43,2,218,130,0,378,54,30,826
Apc,713,1462,124,437,1047,671,1493,80,386,843,1306,1212
Apc2,73,475,3,315,2,450,40,13,31,2,130,0
Apcdd1,0,6,0,0,0,3,1,0,0,0,153,118
Apcs,0,0,0,0,0,0,0,0,0,0,0,0
Apeh,0,51,0,23,0,57,197,0,246,1,0,1
Apex1,133,32,0,71,1,26,51,0,56,98,0,0
Apex2,54,164,0,0,0,11,87,0,1,127,0,244
Aph1a,328,157,0,533,3,11,104,6,341,87,409,37
Aph1b,24,261,0,0,0,0,296,67,273,4,12,176
Aph1c,98,77,1,1,2,2,171,5,13,10,37,27
Api5,422,1699,257,985,475,561,2096,218,466,758,3,1003
Apip,174,164,1,363,0,69,228,137,1,127,25,374
Apitd1,0,7,0,0,0,33,0,9,0,0,0,0
Aplf,318,536,53,51,58,262,379,62,338,195,255,921
Apln,0,0,6,1,0,0,3,0,0,0,0,0
Aplnr,0,0,595,0,0,0,0,0,0,0,0,0
Aplp1,3323,4093,15,1466,2609,1822,4507,193,2919,2221,5725,2729
Aplp2,1137,3276,439,10,2740,832,5316,482,1694,1768,1483,743
Apmap,521,418,2,10,418,514,1386,88,289,996,0,718
Apoa1,0,0,0,0,0,17,0,0,0,0,0,0
Apoa1bp,658,519,3,0,35,35,418,3,388,223,5,149
Apoa2,0,3,0,0,0,0,0,0,0,0,0,0
Apoa4,0,0,0,0,0,0,0,0,0,0,0,0
Apoa5,0,0,0,0,0,0,0,0,0,0,0,0
Apob,0,0,0,0,0,0,0,0,0,0,0,0
Apobec1,0,0,0,0,0,0,0,0,2,0,0,0
Apobec2,0,0,0,0,0,0,0,0,0,0,41,0
Apobec3,0,0,0,0,252,0,0,0,0,0,0,0
Apobec4,0,23,0,0,0,0,1,0,0,0,74,0
Apobr,0,0,0,0,0,0,0,0,0,0,0,0
Apoc1,0,0,0,0,0,0,0,0,0,0,0,0
Apoc2,0,0,0,0,0,0,0,0,0,0,0,0
Apoc3,0,0,0,0,0,0,0,0,0,0,0,0
Apoc4,0,0,0,0,0,0,0,0,0,0,0,0
Apod,122,10,6,20,26,13,5,3,10,10,30,18
Apoe,752,940,9,2309,1766,759,1343,23,247,444,981,1150
Apof,13,8,0,5,7,5,0,0,10,7,23,14
Apoh,0,0,0,0,0,0,0,0,0,0,0,0
Apol10a,0,0,0,0,0,0,0,0,0,0,0,0
Apol10b,3,2,0,0,0,0,0,0,0,0,0,0
Apol11a,0,0,0,0,0,0,0,0,0,0,0,0
Apol11b,0,0,0,0,0,0,0,0,0,0,0,0
Apol6,17,6,5,9,1,3,12,2,14,2,4,10
Apol7a,0,0,0,0,0,0,0,0,0,0,0,0
Apol7b,0,0,0,0,0,0,0,0,0,0,0,0
Apol7c,0,0,0,0,0,0,0,0,0,1,0,0
Apol7d,0,0,0,0,0,0,0,0,0,0,0,0
Apol7e,0,0,0,0,0,0,0,0,0,0,0,0
Apol8,0,0,0,0,0,0,0,0,0,0,0,0
Apol9a,0,0,0,0,0,0,0,0,0,0,0,0
Apol9b,0,0,0,0,0,0,0,0,0,0,0,0
Apold1,117,0,0,0,0,0,0,0,0,0,0,0
Apom,0,0,0,0,0,0,0,0,0,0,4,0
Apon,0,0,0,0,0,0,0,0,0,0,0,0
Apoo,367,218,2,88,4,50,320,80,238,87,135,138
Apoo-ps,0,0,0,0,0,0,0,0,0,0,0,0
Apool,0,114,0,0,0,1,142,0,0,0,0,0
Apopt1,351,252,46,381,92,31,356,14,76,127,229,230
App,3655,4110,777,761,1698,1439,4571,635,3921,2517,1614,1725
Appbp2,217,883,8,9,105,188,669,82,162,165,0,66
Appl1,1080,1154,489,1059,25,545,1082,69,69,601,295,269
Appl2,6,6,0,7,0,0,2,0,42,40,1,67
Aprt,452,341,0,3,464,167,612,129,949,654,8,237
Aptx,339,9,1,4,46,327,490,2,171,24,1,697
Aqp1,0,0,0,0,0,0,0,0,0,0,0,0
Aqp11,18,56,3,430,0,0,9,0,0,1,0,0
Aqp12,0,0,0,0,0,0,0,0,0,0,0,0
Aqp2,0,0,0,0,0,0,0,0,8,0,0,0
Aqp3,3,10,1,3,0,2,4,1,1,1,4,9
Aqp4,5,34,2,34,2,10,429,5,1,1,32,369
Aqp5,0,0,0,0,0,0,0,0,0,0,0,0
Aqp6,0,0,0,0,0,0,0,0,0,0,0,0
Aqp7,54,30,202,74,62,11,31,5,21,49,59,189
Aqp8,0,0,0,0,0,0,0,0,0,0,0,0
Aqp9,0,0,0,0,0,0,0,1,0,0,0,0
Aqr,346,83,57,414,69,42,1047,19,8,509,21,9
Ar,56,67,0,25,15,34,114,0,292,28,0,0
Araf,718,1291,11,235,143,267,2752,217,1023,295,34,1076
Arap1,0,4,0,0,0,0,0,0,0,1,0,0
Arap2,174,21,0,13,198,25,516,93,47,85,98,0
Arap3,0,0,0,0,0,56,38,0,56,0,0,0
Arc,10223,14312,1252,3562,4640,5300,10238,1871,4877,12795,3334,4916
Arcn1,1234,1294,56,10,70,500,1612,360,910,1168,2,810
Areg,127,0,0,0,0,0,0,0,0,0,0,0
Arf1,5088,3637,62,1079,1377,1831,7572,430,3133,2728,587,1709
Arf2,844,491,8,500,192,996,1826,284,174,1069,12,360
Arf3,5337,5774,521,1340,4456,1629,4223,653,5775,3047,2219,2076
Arf4,2337,2072,67,360,422,524,3179,156,1076,1399,692,81
Arf5,491,503,26,747,62,93,889,104,365,263,293,22
Arf6,34,23,22,5,241,22,51,68,224,15,16,160
Arfgap1,1322,1775,40,31,1246,247,2305,313,1283,1288,1459,718
Arfgap2,352,482,606,1,2,328,1480,90,14,998,0,1757
Arfgap3,53,66,0,2,135,0,95,1,0,45,0,88
Arfgef1,395,1296,402,157,193,69,1394,217,235,279,118,203
Arfgef2,364,345,4,1,6,182,212,41,8,103,37,84
Arfip1,182,8,13,0,1,0,448,79,144,14,3,235
Arfip2,1488,709,6,1073,0,77,1880,74,550,357,4,1270
Arfrp1,35,748,59,1,0,105,383,246,128,111,454,1326
Arg1,0,7,0,0,0,0,7,0,0,0,0,36
Arg2,9,8,0,0,0,0,0,0,0,2,0,81
Arglu1,1222,573,18,198,594,340,713,171,450,1087,1227,2391
Arhgap1,804,355,666,0,27,31,1671,1,352,534,11,313
Arhgap10,17,58,0,0,3,10,0,4,2,0,0,84
Arhgap11a,0,0,0,0,1,55,0,0,0,0,0,3
Arhgap12,6,49,0,10,252,288,353,325,319,101,0,515
Arhgap15,10,77,3,0,12,29,28,3,0,1,0,172
Arhgap17,170,185,0,0,0,108,108,74,0,112,760,195
Arhgap18,0,4,0,0,1,0,0,1,0,5,0,0
Arhgap19,78,18,4,0,8,2,76,0,2,7,14,13
Arhgap20,359,291,0,286,730,81,937,167,548,35,146,638
Arhgap21,455,845,40,267,264,1037,672,54,43,360,671,1891
Arhgap22,0,0,0,0,0,0,0,0,0,0,9,0
Arhgap23,88,117,1,37,9,47,69,23,331,109,269,167
Arhgap24,0,0,2,0,0,0,0,0,0,26,0,0
Arhgap25,0,0,0,0,0,0,0,0,0,0,0,0
Arhgap26,5,365,10,13,213,48,117,56,3,21,206,67
Arhgap27,41,151,0,0,0,232,204,2,0,0,0,128
Arhgap28,0,1,0,0,0,0,0,0,0,0,0,0
Arhgap29,2,338,88,25,12,8,549,0,121,247,0,375
Arhgap30,3,5,9,1,0,0,0,0,7,3,6,10
Arhgap31,0,85,0,15,5,0,1,0,1,0,0,0
Arhgap32,696,768,208,947,1565,391,797,148,425,681,11,410
Arhgap33,350,313,0,0,109,114,371,60,0,380,152,172
Arhgap36,0,0,0,0,0,0,0,0,0,0,0,0
Arhgap39,284,248,9,29,252,93,76,68,8,245,240,51
Arhgap4,0,33,0,0,0,0,0,0,0,0,0,0
Arhgap40,121,26,0,0,0,0,31,0,0,0,0,0
Arhgap42,98,0,0,0,0,1,4,40,121,21,110,69
Arhgap44,347,511,951,427,517,133,501,4,249,402,2,541
Arhgap5,694,525,53,698,686,414,1620,104,167,640,217,43
Arhgap6,0,27,1,0,0,0,0,0,0,12,0,0
Arhgap8,0,0,0,0,0,0,0,0,0,0,0,0
Arhgap9,0,0,0,0,0,0,0,0,0,0,0,0
Arhgdia,1055,770,7,747,1310,617,2547,179,989,219,73,516
Arhgdib,139,110,0,0,0,1,125,0,3,27,143,68
Arhgdig,97,55,0,0,0,15,450,7,189,0,852,0
Arhgef1,650,520,1,0,0,326,8,0,0,371,0,497
Arhgef10,394,139,0,10,20,82,23,0,0,53,3,241
Arhgef10l,356,38,9,0,64,0,3,66,0,255,6,54
Arhgef11,38,152,0,47,0,72,271,13,3,90,200,153
Arhgef12,647,956,198,1229,190,189,789,76,406,321,329,496
