,GSM3690854_NG03_htseq,GSM3690874_NG09_htseq,GSM3690872_NG13_htseq,GSM3690862_NG04_htseq,GSM3690870_NG11_htseq,GSM3690873_NG14_htseq,GSM3690871_NG12_htseq,GSM3690860_NG06_htseq,GSM3690853_NG01_htseq,GSM3690861_NG07_htseq,GSM3690859_NG05_htseq,GSM3690869_NG10_htseq
1700095A21Rik,0,0,0,0,0,0,0,79,0,0,34,1
1700095B10Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700095B22Rik,0,0,0,0,0,25,0,0,0,0,0,0
1700096J18Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700096K18Rik,7,2,0,0,34,1,0,0,51,22,0,0
1700097N02Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700100L14Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700101E01Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700101I11Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700101O22Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700102H20Rik,0,0,0,0,20,0,0,0,18,0,117,0
1700102P08Rik,0,0,0,0,22,0,0,0,141,0,0,0
1700104A03Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700105P06Rik,0,0,9,0,0,50,0,0,8,0,0,0
1700106J16Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700108F19Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700108J01Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700109F18Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700109G14Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700109G15Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700109H08Rik,1,0,15,0,0,6,0,49,0,0,0,13
1700109I08Rik,0,0,0,0,6,0,0,0,0,0,0,0
1700110C19Rik,0,0,61,48,0,41,0,116,0,0,0,82
1700110I01Rik,1,0,6,2,3,2,1,8,2,0,1,4
1700110K17Rik,14,2,1,0,1,0,0,0,0,0,0,0
1700110M21Rik,0,0,0,0,34,0,3,0,0,0,0,0
1700111N16Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700112E06Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700112H15Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700112J05Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700113A16Rik,201,892,283,165,420,701,173,82,626,420,95,91
1700113H08Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700119H24Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700120C14Rik,0,0,0,0,0,0,0,0,0,0,0,7
1700120E14Rik,0,0,0,0,0,30,0,64,73,0,0,0
1700120G07Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700120K04Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700121L16Rik,0,0,0,0,0,0,0,0,0,0,0,2
1700121N20Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700122O11Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700123I01Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700123K08Rik,0,0,0,0,0,0,0,0,0,0,0,28
1700123L14Rik,0,0,0,0,0,0,0,1,0,0,0,0
1700123M08Rik,0,0,0,0,0,0,0,0,1,251,74,0
1700123O12Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700123O20Rik,62,0,115,0,339,111,54,285,112,952,29,469
1700123O21Rik,0,0,36,0,0,0,0,0,0,0,0,31
1700125G02Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700125G22Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700125H03Rik,0,0,0,0,0,36,40,0,0,0,0,0
1700125H20Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700126H18Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700128A07Rik,0,0,0,0,0,0,0,0,0,0,24,0
1700128F08Rik,170,42,153,98,78,150,88,188,205,39,52,130
1700129C05Rik,1,0,0,0,0,0,0,0,0,0,0,1
1810006J02Rik,0,0,0,0,0,0,0,0,0,0,0,0
1810007C17Rik,0,0,0,0,0,0,0,0,0,0,0,0
1810007D17Rik,0,0,0,0,0,0,0,0,0,0,0,0
1810007I06Rik,3,0,0,7,9,1,2,0,13,5,0,0
1810008I18Rik,0,0,0,0,0,0,0,0,0,0,0,0
1810009A15Rik,29,10,43,557,332,455,0,1,122,660,564,200
1810009J06Rik,0,0,0,0,0,0,0,0,0,0,0,0
1810010D01Rik,15,65,0,0,0,0,0,0,81,0,0,0
1810010H24Rik,0,0,0,0,24,91,0,30,0,0,0,0
1810011H11Rik,0,0,0,0,0,0,0,0,0,0,0,0
1810011O10Rik,0,0,0,0,0,0,0,0,0,0,0,0
1810012K16Rik,0,0,0,0,0,0,0,0,0,0,0,0
1810013A23Rik,0,0,0,0,0,0,0,0,0,0,0,0
1810013D10Rik,74,732,182,1,306,13,1,0,108,231,0,361
1810013L24Rik,3,54,247,654,790,367,31,0,220,564,165,186
1810014B01Rik,21,2,8,7,78,1,1,1,5,7,0,93
1810018F18Rik,2,0,0,0,0,0,0,0,0,0,0,0
1810019D21Rik,0,0,4,0,0,0,0,0,0,0,0,0
1810019J16Rik,0,0,0,0,0,0,0,0,0,0,0,0
1810020O05Rik,5,0,0,0,0,0,0,0,0,0,0,35
1810021B22Rik,0,0,0,0,0,0,0,0,43,0,0,21
1810022K09Rik,17,188,162,475,489,464,2,256,542,787,410,287
1810024B03Rik,0,0,0,18,10,0,0,0,0,7,3,6
1810026B05Rik,30,0,20,346,0,43,206,255,425,32,164,103
1810026J23Rik,771,682,704,2334,1667,1050,4,684,575,2281,1624,288
1810030O07Rik,131,1078,502,258,883,418,524,318,547,767,195,418
1810032O08Rik,256,0,135,0,0,155,177,61,90,0,33,167
1810033B17Rik,0,0,0,0,0,0,0,0,0,0,0,0
1810034E14Rik,0,0,0,0,0,0,0,12,0,0,0,0
1810035I16Rik,5,21,17,11,7,12,7,49,7,11,7,14
1810037I17Rik,0,866,78,468,590,324,0,108,699,768,458,225
1810041L15Rik,377,1,1153,126,1148,945,617,532,806,929,1668,308
1810043G02Rik,0,851,559,677,327,62,3,174,187,819,383,585
1810043H04Rik,13,317,33,133,215,216,86,329,88,959,529,199
1810044D09Rik,0,0,0,0,0,9,0,0,29,0,0,0
1810046K07Rik,0,0,0,0,0,0,0,0,0,0,0,0
1810053B23Rik,0,0,0,0,0,0,0,0,0,0,0,0
1810055G02Rik,87,8,0,998,273,10,0,0,4,4,0,0
1810058I24Rik,213,0,115,0,558,68,0,0,244,245,310,129
1810062G17Rik,0,0,0,0,0,0,0,0,0,0,0,0
1810062O18Rik,0,0,1,0,0,0,0,0,0,0,0,0
1810064F22Rik,12,77,15,2,4,25,3,32,32,22,22,6
1810065E05Rik,0,0,0,0,20,0,0,0,0,0,0,0
2010001E11Rik,0,0,0,0,0,0,0,0,0,0,0,0
2010001M06Rik,0,0,0,0,0,0,0,0,23,1,0,0
2010002M12Rik,35,0,10,16,8,13,21,11,56,185,12,4
2010003K11Rik,0,0,0,0,0,0,0,0,0,0,0,0
2010003O02Rik,32,0,2,0,0,25,21,62,15,29,26,9
2010005H15Rik,0,0,0,0,0,0,0,0,0,1,0,0
2010009K17Rik,0,0,5,0,0,0,0,0,11,0,0,0
2010010A06Rik,0,0,0,0,0,0,0,0,0,0,0,0
2010012O05Rik,172,18,154,1015,91,726,58,349,223,1310,606,832
2010015L04Rik,46,93,215,43,175,264,614,669,121,85,1827,225
2010016I18Rik,0,0,0,0,0,0,0,0,0,0,0,0
2010106C02Rik,0,0,0,0,0,1,0,18,0,0,0,0
2010106E10Rik,0,0,0,0,0,0,0,1,0,0,0,0
2010107E04Rik,265,1057,450,1769,985,1212,336,1134,1406,3506,3179,917
2010107G12Rik,0,0,88,0,0,0,0,0,0,0,0,0
2010107G23Rik,0,0,240,492,633,536,46,78,159,1003,300,403
2010109A12Rik,0,0,0,0,4,19,0,47,0,0,0,6
2010109I03Rik,147,157,90,160,60,94,59,213,93,57,33,61
2010111I01Rik,2,0,60,0,184,138,93,0,29,549,746,111
2010204K13Rik,57,331,193,638,535,423,362,658,413,1087,241,407
2010300C02Rik,1007,3432,2752,4308,2850,3622,1923,828,3533,2556,4699,1053
2010308F09Rik,0,0,0,0,0,0,0,0,0,0,0,0
2010310C07Rik,0,0,1,0,0,0,0,0,0,0,0,0
2010315B03Rik,96,158,516,146,358,489,84,87,55,378,60,86
2010320M18Rik,0,0,0,0,68,0,0,113,55,99,158,44
2200002D01Rik,17,0,0,4,2,1,0,10,6,2,9,2
2200002J24Rik,0,0,0,0,0,0,0,0,0,0,0,0
2210010C04Rik,0,0,0,0,0,0,5,0,0,0,0,1
2210013O21Rik,84,370,634,3,915,890,12,867,368,1173,322,786
2210015D19Rik,60,0,345,0,279,506,123,7,3,721,431,439
2210016F16Rik,0,10,1,0,1,178,0,8,143,3,517,122
2210016L21Rik,613,2709,831,953,2367,1083,184,1046,925,3804,2130,1981
2210018M11Rik,437,268,312,282,484,473,11,201,297,788,19,1034
2210019I11Rik,0,0,0,0,0,0,0,0,0,0,0,0
2210039B01Rik,133,44,34,20,86,53,30,72,60,108,46,33
2210404J11Rik,0,0,296,0,6,18,0,170,0,109,0,5
2210404O07Rik,0,0,0,0,0,0,0,0,0,0,0,0
2210404O09Rik,101,14,57,0,18,110,2,10,55,0,9,90
2210407C18Rik,0,0,0,0,0,0,0,0,0,0,0,0
2210408F21Rik,0,0,0,0,103,1,0,0,0,28,313,200
2210408I21Rik,0,0,1,0,356,0,0,6,0,0,9,58
2210409D07Rik,0,0,0,0,0,0,0,0,0,0,0,0
2210409E12Rik,0,0,0,0,0,0,0,0,0,0,0,0
2210414B05Rik,0,0,0,0,0,0,0,0,0,0,0,0
2210416O15Rik,0,0,0,0,0,0,0,0,0,0,0,0
2210417A02Rik,0,0,0,0,0,0,0,0,0,0,0,0
2210417K05Rik,37,0,12,0,0,35,0,0,0,0,0,0
2210420H20Rik,4,3,0,2,0,1,11,1,1,0,0,0
2300002M23Rik,0,0,0,0,0,0,0,0,0,0,0,0
2300003K06Rik,0,0,0,0,0,0,0,0,0,0,0,0
2300005B03Rik,0,0,0,0,0,0,0,0,0,0,0,0
2300009A05Rik,181,131,112,2,15,147,83,40,166,136,137,103
2310001H17Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310001K24Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310002D06Rik,24,0,70,0,0,62,0,206,28,0,0,0
2310002F09Rik,0,0,0,0,0,0,0,0,0,18,0,0
2310002J15Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310002L09Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310003H01Rik,6,189,219,26,1,61,0,4,6,173,139,961
2310005A03Rik,9,0,3,0,0,0,0,8,14,14,0,0
2310005E17Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310005G13Rik,0,0,0,0,0,0,0,0,2,0,0,0
2310007B03Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310007L24Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310008H04Rik,1,10,48,40,25,49,0,70,0,0,527,7
2310008H09Rik,421,164,960,95,369,689,58,258,437,1074,1120,372
2310008N11Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310009A05Rik,91,3,3,280,43,139,11,0,129,123,383,93
2310009B15Rik,18,2,14,123,49,21,4,117,244,248,63,69
2310010J17Rik,13,0,0,0,0,0,0,42,24,0,11,0
2310010M20Rik,105,88,41,65,39,67,57,90,64,36,14,58
2310011J03Rik,239,198,271,1642,794,419,3,168,259,1506,1509,254
2310014F07Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310014L17Rik,19,0,25,36,76,219,15,9,42,32,39,31
2310015A10Rik,0,0,5,0,0,134,1,0,55,0,0,0
2310015B20Rik,0,0,0,0,0,0,0,0,0,36,0,0
2310015D24Rik,0,0,0,0,0,0,0,0,1,0,0,0
2310016D03Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310020H05Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310022A10Rik,41,0,149,2,281,323,0,19,88,0,164,587
2310022B05Rik,4,191,120,1,172,147,1,81,225,60,113,130
2310030A07Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310030G06Rik,0,0,0,100,0,0,0,0,29,0,279,0
2310033P09Rik,261,0,105,1,391,227,78,78,73,367,293,275
2310034C09Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310034G01Rik,0,0,0,0,0,0,0,0,0,0,262,0
2310034O05Rik,2,0,0,0,0,0,0,0,1,0,0,0
2310035C23Rik,144,1347,405,1,282,387,386,47,423,349,347,965
2310036O22Rik,53,241,211,716,151,394,1,312,337,1359,359,199
2310039H08Rik,0,21,87,139,122,21,2,58,89,229,0,78
2310039L15Rik,41,129,223,292,82,187,229,317,125,72,28,238
2310040G24Rik,0,0,0,0,0,0,0,0,0,0,136,0
2310042D19Rik,6,1,0,2,0,120,299,0,2,0,0,32
2310042E22Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310043L19Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310043O21Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310044G17Rik,334,172,735,877,676,1268,448,926,631,771,268,1799
2310045N01Rik,0,0,106,10,98,57,1,421,47,450,69,402
2310047M10Rik,70,1,0,684,117,12,24,2,429,150,213,381
2310050B05Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310050C09Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310057J18Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310057M21Rik,106,0,166,0,317,365,7,45,232,69,176,413
2310057N15Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310061I04Rik,2,1,519,175,103,532,87,419,428,1127,54,1182
2310061J03Rik,0,8,6,0,15,5,0,0,0,89,0,4
2310061N02Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310065F04Rik,0,0,0,0,37,0,0,0,0,0,0,0
2310067B10Rik,20,650,190,77,0,456,1,184,94,25,1481,228
2310068J16Rik,0,0,0,0,0,0,0,0,16,0,0,9
2310069B03Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310069G16Rik,0,0,219,278,4,0,0,0,0,0,1,67
2310079G19Rik,0,0,0,0,0,0,0,0,0,0,0,0
2310081J21Rik,0,0,0,0,0,0,0,0,0,0,0,0
2410002F23Rik,150,677,776,556,423,1085,207,417,957,3135,1660,17
2410003L11Rik,0,0,0,0,0,0,0,0,0,0,0,0
2410004B18Rik,10,12,6,264,803,105,178,144,75,810,179,348
2410004I01Rik,0,0,0,0,0,0,0,0,0,0,0,0
2410004N09Rik,20,0,6,298,24,97,20,0,48,0,60,50
2410004P03Rik,33,27,29,39,9,26,2,68,12,0,8,20
2410006H16Rik,93,2,100,2,185,52,1,80,92,323,103,110
2410007B07Rik,3,0,7,0,4,0,0,0,4,0,0,0
2410012E07Rik,0,0,8,11,0,5,1,3,7,0,0,1
2410012M07Rik,0,0,0,0,0,0,0,0,0,0,0,0
2410015M20Rik,84,756,379,361,647,357,159,902,324,2024,809,301
2410016O06Rik,1,781,186,50,0,1,1,0,294,0,919,159
2410017I17Rik,0,0,0,0,0,0,0,0,0,0,0,0
2410018L13Rik,9,0,84,310,15,266,2,0,0,149,7,57
2410018M08Rik,0,0,0,0,4,80,0,26,1,41,0,2
2410021H03Rik,0,0,8,16,0,9,2,12,8,4,3,91
2410057H14Rik,0,0,0,0,0,0,0,0,0,0,0,0
2410066E13Rik,65,0,61,0,536,0,0,0,0,5,115,110
2410076I21Rik,5,0,16,34,0,27,0,0,0,0,0,15
2410088K16Rik,1,0,1,1,3,0,0,4,7,0,0,0
2410089E03Rik,532,890,423,985,202,339,623,105,835,63,20,2424
2410114N07Rik,10,16,2,30,2,13,0,3,16,5,9,4
2410124H12Rik,0,0,0,0,0,0,0,0,0,0,0,0
2410127L17Rik,9,0,96,0,43,178,62,465,5,61,141,19
2410131K14Rik,0,0,38,0,0,34,0,0,167,496,0,312
2410137F16Rik,31,0,0,1,37,168,172,15,28,0,0,65
2410137M14Rik,0,0,0,0,0,0,0,0,0,0,0,0
2410141K09Rik,0,0,3,0,2,0,4,17,0,0,0,2
2500004C02Rik,114,205,205,114,319,122,46,702,291,218,31,157
2510002D24Rik,144,4,543,98,243,754,160,775,386,574,849,666
2510003D18Rik,0,0,0,0,0,0,0,0,0,0,0,0
2510003E04Rik,442,207,722,1999,1835,1458,523,171,1006,4346,1959,1115
2510009E07Rik,15,274,326,9,302,640,51,88,650,657,714,71
2510039O18Rik,2,487,60,27,1,145,95,103,182,283,480,126
2510049J12Rik,62,9,4,6,6,10,0,4,5,17,0,2
2600006L11Rik,0,0,0,0,0,0,0,0,0,0,0,0
2610001J05Rik,0,702,499,0,672,119,192,315,403,1262,455,401
2610002J02Rik,4,115,160,218,279,171,28,374,138,1437,480,641
2610002M06Rik,65,1,212,48,1008,261,3,554,443,96,9,143
2610005L07Rik,301,930,1266,1384,1158,875,1385,1103,566,634,343,1146
2610008E11Rik,2,0,61,0,248,514,25,0,162,20,1,275
2610015P09Rik,9,0,296,0,691,92,501,482,81,53,2,195
2610016A17Rik,0,0,0,0,0,0,0,0,0,0,0,0
2610017I09Rik,77,50,50,66,116,170,1,530,132,209,1432,167
2610018G03Rik,9,0,34,0,0,330,1,555,0,0,0,91
2610019E17Rik,58,0,14,0,29,10,10,30,45,0,0,8
2610019F03Rik,0,0,16,0,1,575,0,2,1,0,344,132
2610020C07Rik,0,0,21,0,0,0,0,0,0,0,0,28
2610020H08Rik,50,0,15,0,0,0,0,0,13,0,0,8
2610027K06Rik,0,0,0,0,0,0,0,0,0,0,0,2
2610028E06Rik,1,12,5,0,0,1,2,3,16,0,0,5
2610028H24Rik,0,0,0,0,0,0,0,0,0,0,0,0
2610034B18Rik,152,0,18,0,51,51,0,357,121,283,419,9
2610034M16Rik,0,0,0,0,0,0,0,0,0,0,0,0
2610035D17Rik,13,0,786,0,585,230,2,0,127,411,841,447
2610035F20Rik,0,0,0,0,0,0,0,0,0,0,0,0
2610037D02Rik,13,0,12,3,6,4,5,13,12,9,7,26
2610044O15Rik8,36,1,305,1,267,466,23,117,152,567,62,409
2610100L16Rik,0,0,0,0,0,0,0,0,1,0,0,2
2610203C20Rik,4,0,241,0,0,0,0,0,233,28,0,0
2610203C22Rik,0,0,0,0,0,35,0,0,0,224,0,10
2610204G22Rik,0,0,3,0,0,102,0,7,0,90,0,0
2610206C17Rik,0,0,0,0,4,11,0,0,3,8,17,0
2610301B20Rik,37,132,549,3,159,856,7,9,612,1433,145,302
2610301G19Rik,139,582,1435,686,2059,635,249,1787,1011,1535,35,1195
2610305D13Rik,0,0,0,0,0,0,0,0,0,0,0,0
2610306M01Rik,99,0,0,6,189,227,4,0,0,102,249,27
2610307P16Rik,0,0,0,0,0,0,0,0,0,0,0,0
2610316D01Rik,0,0,0,0,0,5,0,0,0,0,0,0
2610318N02Rik,0,0,0,0,0,0,0,0,0,0,0,0
2610507B11Rik,328,239,1689,3,2772,1828,1316,1268,789,1656,2555,2016
2610507I01Rik,70,734,168,91,129,270,171,246,94,465,59,585
2610524H06Rik,17,168,302,258,890,351,15,488,226,369,355,189
2610528A11Rik,0,0,0,0,0,0,0,0,64,0,0,0
2610528J11Rik,0,0,0,0,0,0,0,0,0,0,0,0
2700029M09Rik,225,1,243,1334,542,519,15,163,202,1214,777,391
2700038G22Rik,12,2,15,3,141,14,379,20,10,0,0,113
2700046A07Rik,0,0,0,0,0,0,0,0,0,19,0,0
2700046G09Rik,0,0,12,0,0,0,0,59,0,0,2,0
2700049A03Rik,6,1,600,0,66,30,467,0,256,0,73,284
2700050L05Rik,134,726,369,0,1555,505,659,0,250,118,0,142
2700054A10Rik,6,3,14,29,19,14,10,18,36,23,106,62
2700060E02Rik,31,47,637,1169,935,844,20,360,852,3386,2002,788
2700062C07Rik,69,1,112,3,311,665,30,311,459,71,288,443
2700069I18Rik,15,10,2,10,5,4,1,13,20,1,0,5
2700070H01Rik,71,18,33,23,13,20,10,32,32,10,5,20
2700081L22Rik,25,0,0,0,56,36,0,5,0,0,0,0
2700081O15Rik,43,402,397,4,713,349,109,14,403,76,117,142
2700086A05Rik,0,0,0,0,0,0,0,0,0,0,0,0
2700089E24Rik,474,2055,705,1637,4245,1808,139,1187,1714,3847,1951,3133
2700089I24Rik,15,2,8,1,2,12,0,7,17,4,1,5
2700094K13Rik,4,341,37,0,242,215,9,210,80,470,530,123
2700097O09Rik,7,0,182,43,212,8,0,28,11,91,269,3
2700099C18Rik,0,17,23,0,0,7,26,44,27,0,0,0
2810001G20Rik,14,0,61,0,95,60,472,200,111,197,49,190
2810002D19Rik,2,0,40,31,27,441,92,0,113,10,1,67
2810004N23Rik,335,211,42,76,160,73,3,2,119,358,70,152
2810006K23Rik,128,143,130,47,339,173,104,132,57,603,10,1013
2810007J24Rik,0,0,0,0,0,0,99,0,0,0,0,1
2810008D09Rik,737,0,424,2,316,287,135,583,459,0,324,507
2810011L19Rik,69,1111,159,293,673,56,97,5,240,336,442,10
2810013P06Rik,225,0,326,1431,1068,31,21,107,329,200,46,329
2810021J22Rik,4,0,527,293,10,423,139,1,429,2,7,31
2810025M15Rik,0,0,298,352,814,274,2,680,497,1573,1541,343
2810029C07Rik,4,0,244,0,763,3,5,0,368,2,30,268
2810032G03Rik,10,0,0,0,0,368,0,97,0,309,0,40
2810047C21Rik1,0,0,0,0,0,0,0,5,1,0,0,22
2810049E08Rik,14,0,0,0,0,158,0,2,10,12,0,10
2810055G20Rik,46,0,25,0,0,130,19,0,9,809,0,110
2810403A07Rik,330,579,783,3907,811,766,209,1045,624,446,347,1547
2810403D21Rik,0,0,0,168,0,0,0,0,19,3,0,0
2810404M03Rik,0,0,0,0,0,0,0,0,0,0,0,0
2810405F15Rik,0,0,0,0,0,0,0,0,0,0,0,0
2810407C02Rik,21,1957,203,808,719,1312,137,395,801,1142,564,533
2810408A11Rik,0,0,0,0,1,0,0,0,0,0,0,0
2810408I11Rik,0,0,0,0,0,0,0,0,0,0,0,0
2810408M09Rik,21,22,262,29,252,160,58,30,265,234,7,514
2810410L24Rik,0,0,0,233,15,0,0,0,0,0,0,5
2810417H13Rik,23,16,21,19,7,51,7,10,12,10,0,32
2810428I15Rik,22,400,171,706,361,315,19,316,169,530,1254,345
2810429I04Rik,0,0,0,2,0,1,0,4,0,0,6,34
2810433D01Rik,13,0,0,0,0,0,0,0,10,0,0,0
2810442I21Rik,43,28,5,26,6,9,11,18,16,11,5,3
2810442N19Rik,0,0,5,0,0,8,0,0,0,0,0,0
2810454H06Rik,0,12,7,0,0,43,0,26,16,9,0,0
2810459M11Rik,0,0,0,0,135,308,0,0,551,0,0,0
2810468N07Rik,0,0,0,2,272,57,0,0,78,430,0,0
2810471M01Rik,0,0,8,9,1,7,3,8,5,0,3,4
2810474O19Rik,78,813,441,252,4,257,32,198,590,178,663,40
2900002K06Rik,9,0,0,0,0,0,0,0,0,0,0,0
2900005J15Rik,154,0,0,0,235,0,18,0,3,2,0,344
2900008C10Rik,8,1,0,0,190,47,0,0,68,103,0,9
2900009J06Rik,0,0,0,0,18,0,0,0,15,0,0,0
2900011O08Rik,227,1900,1073,3368,4451,4309,31,2025,1592,5518,3503,4835
2900026A02Rik,214,1476,127,22,24,590,6,216,5,1117,103,21
2900041M22Rik,0,0,0,0,0,0,0,0,0,0,227,0
2900052N01Rik,31,50,1,31,0,0,0,0,0,21,24,8
2900055J20Rik,62,544,927,574,1082,862,436,1124,613,361,628,716
2900056M20Rik,198,746,595,66,1983,891,561,870,639,1362,993,925
2900057B20Rik,0,0,0,0,0,0,0,0,0,0,0,0
2900060B14Rik,866,366,23,77,51,140,128,66,112,67,54,9
2900076A07Rik,31,6,36,9,178,14,63,45,110,0,20,66
2900079G21Rik,50,0,34,0,295,51,2,29,213,221,74,68
2900092C05Rik,0,0,0,0,0,0,0,0,0,0,0,0
2900092D14Rik,19,26,118,12,6,38,12,73,412,257,9,21
2900093L17Rik,0,0,0,0,0,0,0,0,0,0,0,0
2900097C17Rik,2738,2431,7710,1814,24157,10241,1194,5295,8820,19889,7038,23220
3000002C10Rik,260,6,8,25,334,105,3,315,159,26,8,123
3010001F23Rik,0,0,75,0,0,33,0,215,6,0,0,99
3010026O09Rik,380,1,86,980,239,9,2,744,122,329,433,170
3100003L05Rik,0,0,0,0,0,0,0,0,0,0,0,0
3110001D03Rik,112,103,148,79,274,237,137,445,311,598,850,194
3110001I22Rik,78,0,23,0,0,0,0,168,0,0,7,0
3110002H16Rik,0,0,375,0,615,84,1,457,57,69,53,1148
3110007F17Rik,0,0,0,0,0,0,0,4,0,36,0,0
3110009E18Rik,16,82,2,97,117,0,0,0,53,25,0,0
3110009F21Rik,0,0,0,0,0,0,0,0,1,0,0,0
3110015C05Rik,4,0,1,0,0,0,0,1,1,1,0,0
3110021A11Rik,0,0,79,0,0,0,0,0,0,0,0,34
3110021N24Rik,21,0,175,0,60,71,1,37,15,0,180,132
3110035E14Rik,59,908,121,2,418,246,1,744,532,2321,455,788
3110039I08Rik,0,0,0,0,0,0,0,0,0,32,34,0
3110039M20Rik,93,3,65,25,51,74,2,18,48,11,44,19
3110040N11Rik,0,265,75,503,65,135,17,10,36,368,583,117
3110043O21Rik,65,0,99,1260,910,281,40,379,613,403,0,624
3110045C21Rik,0,0,0,0,0,0,0,0,0,0,246,0
3110047P20Rik,17,19,449,0,321,815,37,1029,110,402,3,94
3110052M02Rik,2,0,84,24,255,18,74,14,20,39,2,543
3110056K07Rik,70,0,160,20,116,140,15,148,13,14,61,214
3110057O12Rik,0,0,33,0,4,32,41,11,0,0,0,317
3110062M04Rik,0,0,3,0,42,0,1,26,38,0,0,159
3110070M22Rik,0,0,128,0,12,1,0,0,0,0,0,0
3110079O15Rik,0,0,7,0,0,0,0,0,0,0,0,0
3110082I17Rik,108,65,245,28,392,86,12,309,15,729,27,617
3110082J24Rik,0,0,0,12,0,0,0,0,3,26,0,0
3110099E03Rik,2,0,0,0,0,0,0,0,0,0,0,0
3200001D21Rik,0,0,2,1,43,46,3,1,2,0,0,42
3230401D17Rik,9,9,0,0,0,239,1,186,109,345,0,1289
3300002I08Rik,0,0,7,2,13,16,4,4,2,4,179,63
3300005D01Rik,0,0,0,0,0,0,0,0,0,0,0,0
3425401B19Rik,4,0,0,6,1,8,4,2,4,1,4,2
3632451O06Rik,0,0,0,0,0,0,0,0,0,0,2,20
3632454L22Rik,29,7,16,5,1,75,20,55,80,36,3,68
3830403N18Rik,0,0,2,0,0,3,0,0,0,0,0,0
3830406C13Rik,17,174,93,3,495,117,10,571,36,416,0,340
3830408C21Rik,0,1,170,0,0,21,6,0,33,0,0,109
3830417A13Rik,0,0,0,0,0,0,0,0,0,0,0,0
3930402G23Rik,0,0,0,0,0,0,0,0,0,0,0,0
4430402I18Rik,0,33,1,0,0,156,101,0,3,23,0,1
4632415K11Rik,0,0,74,0,0,114,0,0,2,0,0,0
4632415L05Rik,67,44,76,55,751,255,5,568,388,578,59,143
4632427E13Rik,69,0,75,467,0,66,217,69,115,135,0,347
4632428C04Rik,3,0,0,0,0,0,0,1,5,0,0,0
4632428N05Rik,0,0,0,0,0,0,0,6,0,0,0,0
4632434I11Rik,0,0,0,0,101,0,0,0,0,0,0,0
4732415M23Rik,0,0,0,0,0,5,0,0,23,0,2,8
4732416N19Rik,0,3,0,0,0,0,0,0,0,0,23,0
4732456N10Rik,0,0,0,0,0,0,0,0,0,361,0,0
4732471J01Rik,95,1,212,408,109,264,136,312,47,176,21,249
4732490B19Rik,0,0,0,0,0,0,0,0,0,0,0,0
4732491K20Rik,3,0,7,0,0,8,0,33,4,0,0,10
4831440E17Rik,122,676,31,4,50,386,157,12,104,306,60,8
