,GSM3690885_NS_NG18_htseq,GSM3690888_NS_NG21_htseq,GSM3690886_NS_NG19_htseq,GSM3690887_NS_NG20_htseq
3830417A13Rik,0,0,0,0
3930402G23Rik,0,0,0,0
4430402I18Rik,0,12,0,0
4632415K11Rik,0,0,0,0
4632415L05Rik,1728,24,0,629
4632427E13Rik,0,128,0,0
4632428C04Rik,0,0,0,0
4632428N05Rik,0,0,0,0
4632434I11Rik,0,0,0,0
4732415M23Rik,0,90,0,0
4732416N19Rik,0,0,0,0
4732456N10Rik,0,0,0,0
4732471J01Rik,0,96,11,0
4732490B19Rik,0,0,0,0
4732491K20Rik,0,0,0,0
4831440E17Rik,17,0,167,0
4833403I15Rik,0,0,0,0
4833412C05Rik,0,0,0,0
4833417C18Rik,31,67,16,68
4833418N02Rik,0,0,0,0
4833419F23Rik,0,0,0,0
4833420G17Rik,47,861,4,4
4833422C13Rik,6,77,0,0
4833423E24Rik,0,0,0,0
4833424O15Rik,0,583,949,0
4833427F10Rik,0,3,0,10
4833427G06Rik,0,0,0,0
4833428L15Rik,0,0,0,0
4833439L19Rik,1676,3058,384,1183
4921501E09Rik,0,0,0,0
4921504E06Rik,0,0,0,0
4921506M07Rik,0,0,0,0
4921507L20Rik,0,0,0,0
4921507P07Rik,0,0,0,0
4921508A21Rik,31,74,49,45
4921508D12Rik,0,0,0,0
4921509C19Rik,0,0,0,0
4921509O07Rik,0,0,0,0
4921511C10Rik,0,3,0,0
4921511C20Rik,0,0,0,0
4921511H03Rik,0,0,0,0
4921511I17Rik,0,95,0,0
4921511M17Rik,0,0,0,0
4921513I03Rik,0,0,0,0
4921515E04Rik,35,22,3,1
4921517D22Rik,0,0,0,1
4921524J17Rik,40,149,0,3
4921524L21Rik,0,0,0,0
4921525B02Rik,0,0,0,0
4921525O09Rik,0,0,0,0
4921530D09Rik,0,0,0,0
4921530L18Rik,0,39,0,0
4921530L21Rik,0,0,0,0
4921531C22Rik,0,0,62,0
4921531P14Rik,0,0,0,0
4921533I20Rik,0,0,0,0
4921536K21Rik,0,0,4,0
4921539E11Rik,0,0,0,0
4922501C03Rik,1,4,0,0
4922501L14Rik,23,0,5,0
4922502D21Rik,0,0,0,0
4922502H24Rik,0,0,0,0
4922502N22Rik,0,0,0,0
4922505E12Rik,0,0,0,0
4930401C15Rik,0,0,0,0
4930401O10Rik,0,0,0,0
4930401O12Rik,0,0,0,0
4930402F06Rik,0,0,0,0
4930402F11Rik,0,0,4,0
4930402H24Rik,239,324,112,723
4930402K13Rik,0,0,0,0
4930404A05Rik,0,0,0,0
4930404A10Rik,0,0,0,0
4930404H11Rik,0,0,0,0
4930404I05Rik,0,0,0,0
4930404N11Rik,0,0,0,0
4930405A10Rik,0,0,0,0
4930405A21Rik,0,0,0,0
4930405D11Rik,0,0,0,0
4930405J17Rik,0,0,0,0
4930405P13Rik,23,15,14,1
4930406D18Rik,0,0,0,0
4930407I10Rik,0,0,0,0
4930408F14Rik,0,0,0,0
4930412B13Rik,0,0,0,0
4930412C18Rik,0,0,0,0
4930412O13Rik,0,0,0,0
4930413E15Rik,0,0,0,0
4930413F20Rik,0,0,0,0
4930413G21Rik,16,1,5,14
4930413M19Rik,0,0,0,0
4930414L22Rik,436,0,12,0
4930414N06Rik,0,0,0,0
4930415F15Rik,0,0,0,0
4930415L06Rik,0,0,0,0
4930415O20Rik,0,0,0,0
4930417O13Rik,0,0,0,0
4930417O22Rik,4,5,1,2
4930419G24Rik,0,0,0,0
4930422G04Rik,0,0,0,0
4930423M02Rik,0,0,0,0
4930425K10Rik,0,0,0,0
4930425O10Rik,0,0,0,0
4930426D05Rik,0,0,0,0
4930426L09Rik,0,0,0,0
4930427A07Rik,0,0,2,1
4930428D18Rik,0,0,0,0
4930428E07Rik,0,0,1,0
4930428G15Rik,0,0,0,0
4930428O21Rik,0,0,0,0
4930429B21Rik,0,0,4,0
4930429D17Rik,0,0,0,0
4930429F11Rik,0,0,0,0
4930429F24Rik,0,0,0,0
4930430A15Rik,0,0,0,0
4930430D24Rik,0,0,0,0
4930430F08Rik,0,3,180,207
4930430F21Rik,0,0,0,0
4930430J02Rik,0,0,0,0
4930431F12Rik,223,91,52,0
4930431P03Rik,0,0,0,0
4930432J09Rik,0,0,0,0
4930432K09Rik,0,0,0,0
4930432K21Rik,0,0,0,0
4930432M17Rik,0,0,0,0
4930433B08Rik,0,0,0,0
4930433I11Rik,0,0,0,0
4930433N12Rik,0,0,0,0
4930434J06Rik,0,0,0,0
4930435E12Rik,0,0,0,0
4930438E09Rik,0,0,0,0
4930440C22Rik,0,0,0,0
4930441J16Rik,0,0,0,0
4930441O14Rik,0,0,0,0
4930442J19Rik,0,0,0,0
4930442L01Rik,0,0,0,0
4930443O20Rik,0,0,0,0
4930444A02Rik,1598,554,0,637
4930444F02Rik,0,0,0,0
4930444G20Rik,2,0,0,0
4930444M15Rik,0,0,0,0
4930444P10Rik,0,0,0,0
4930447A16Rik,0,0,0,0
4930447C04Rik,0,0,18,0
4930447J18Rik,0,0,0,0
4930447K03Rik,0,0,0,0
4930447N08Rik,0,24,0,0
4930448C13Rik,0,0,0,0
4930448F12Rik,0,0,0,0
4930448H16Rik,0,0,0,0
4930448I06Rik,0,0,0,0
4930448I18Rik,0,0,0,0
4930448K20Rik,0,0,0,0
4930449E01Rik,0,0,0,0
4930449E18Rik,0,0,0,0
4930449I24Rik,0,0,0,0
4930451C15Rik,6,1,0,1
4930451G09Rik,0,0,0,0
4930451I11Rik,0,0,0,0
4930452A19Rik,0,0,0,0
4930452B06Rik,0,0,33,0
4930452G13Rik,0,0,0,0
4930452N14Rik,0,0,0,0
4930453H23Rik,0,0,0,0
4930453L07Rik,0,0,0,0
4930453N24Rik,36,22,104,0
4930455B14Rik,0,0,0,0
4930455C13Rik,184,5,0,0
4930455D15Rik,0,0,0,0
4930455F16Rik,0,0,0,0
4930455F23Rik,1,87,3,459
4930455H04Rik,0,0,0,0
4930455J16Rik,0,0,0,0
4930456L15Rik,0,0,0,0
4930459L07Rik,0,0,0,0
4930461G14Rik,0,0,0,0
4930465A12Rik,0,0,0,0
4930465K10Rik,0,0,0,0
4930465M20Rik,0,0,0,0
4930467D21Rik,0,0,0,0
4930467E23Rik,0,0,0,0
4930467K11Rik,0,0,0,0
4930468A15Rik,0,0,0,0
4930469G21Rik,0,7,1,0
4930470H14Rik,100,2087,689,265
4930470P17Rik,0,0,0,0
4930471C04Rik,0,0,0,0
4930471G03Rik,0,0,0,0
4930471I20Rik,0,0,0,0
4930471M09Rik,0,0,0,0
4930473A02Rik,0,0,0,0
4930473O22Rik,0,0,0,0
4930474G06Rik,7,3,0,0
4930474H20Rik,0,0,0,0
4930474M22Rik,0,0,0,0
4930474N05Rik,0,0,0,0
4930474N09Rik,0,0,0,0
4930478L05Rik,0,1,0,0
4930478P22Rik,0,3,0,0
4930479D17Rik,0,107,0,0
4930479M11Rik,0,0,0,0
4930480E11Rik,0,0,0,0
4930480G23Rik,0,0,0,0
4930480K15Rik,0,0,1,0
4930480M12Rik,0,0,0,0
4930481A15Rik,0,0,0,1
4930483J18Rik,0,0,0,0
4930483K19Rik,0,0,0,0
4930483O08Rik,0,0,0,0
4930486F22Rik,0,0,0,0
4930486I03Rik,0,0,0,0
4930486L24Rik,0,0,0,0
4930487D11Rik,0,0,0,0
4930487H11Rik,0,0,0,0
4930488B22Rik,0,0,0,0
4930488L21Rik,27,10,0,0
4930500F04Rik,0,0,0,0
4930500J02Rik,0,0,0,0
4930500L23Rik,0,0,0,0
4930502A04Rik,0,0,0,0
4930502E09Rik,0,0,0,0
4930502E18Rik,0,0,0,0
4930503B20Rik,0,0,0,0
4930503E14Rik,0,0,0,0
4930503E24Rik,0,0,0,0
4930503H13Rik,0,0,0,0
4930503L19Rik,0,0,3,4
4930503O07Rik,0,0,0,0
4930504O13Rik,0,0,0,0
4930505A04Rik,0,0,0,0
4930505G20Rik,0,0,0,0
4930506C21Rik,0,0,0,0
4930506M07Rik,517,137,82,110
4930507D05Rik,0,0,0,0
4930509E16Rik,0,0,0,0
4930509J09Rik,0,25,0,0
4930509K18Rik,0,0,0,0
4930511A02Rik,0,0,0,0
4930511E03Rik,0,0,0,0
4930511M06Rik,219,154,87,25
4930511M11Rik,0,0,0,0
4930512B01Rik,0,22,0,0
4930513D17Rik,0,0,0,0
4930513N10Rik,0,0,0,0
4930513O06Rik,0,0,0,0
4930515B02Rik,0,0,0,0
4930515G01Rik,0,0,0,0
4930515G16Rik,0,0,0,0
4930515L03Rik,0,0,0,0
4930515L19Rik,0,0,0,0
4930517E11Rik,0,0,0,0
4930518P08Rik,0,0,0,0
4930519D14Rik,0,0,0,0
4930519F09Rik,0,38,0,0
4930519F16Rik,0,0,0,0
4930519F24Rik,0,0,0,0
4930519G04Rik,27,36,44,10
4930519H02Rik,0,0,0,0
4930520O04Rik,0,0,0,0
4930520P13Rik,0,0,0,0
4930521E06Rik,0,0,0,0
4930522H14Rik,0,0,0,0
4930522O17Rik,0,0,0,0
4930523C07Rik,0,0,0,0
4930523O13Rik,0,0,0,0
4930524B15Rik,0,0,0,0
4930524C18Rik,0,0,0,0
4930524L23Rik,0,0,169,0
4930524N10Rik,0,0,0,0
4930524O05Rik,0,0,0,0
4930524O08Rik,0,0,0,0
4930525D18Rik,0,0,0,0
4930525G20Rik,0,0,0,0
4930525M21Rik,0,0,0,0
4930526D03Rik,0,0,0,0
4930526I15Rik,0,3,0,16
4930526L06Rik,0,10,0,0
4930527F14Rik,0,0,0,0
4930527G23Rik,0,0,0,0
4930528A17Rik,0,13,0,0
4930528D03Rik,0,1,2,0
4930528P14Rik,0,0,0,0
4930529C04Rik,0,0,0,0
4930529F24Rik,0,7,31,0
4930529K09Rik,0,24,0,0
4930529L06Rik,0,0,0,0
4930529M08Rik,0,0,0,0
4930533B01Rik,0,0,0,0
4930533P14Rik,0,0,0,0
4930538K18Rik,0,0,0,0
4930539C22Rik,0,0,0,0
4930539E08Rik,0,21,0,0
4930539J05Rik,0,20,0,2
4930539M17Rik,0,0,0,0
4930539N22Rik,0,117,2,0
4930540M03Rik,0,0,0,0
4930542C21Rik,0,0,0,0
4930542D17Rik,0,0,0,0
4930542H20Rik,0,0,0,0
4930543E12Rik,0,0,0,0
4930544D05Rik,0,0,0,0
4930544G11Rik,0,0,0,0
4930544M13Rik,0,0,0,0
4930545E07Rik,0,0,0,0
4930545H06Rik,0,0,0,0
4930545L23Rik,0,0,0,0
4930546C10Rik,0,0,0,0
4930546K05Rik,0,0,0,0
4930547C10Rik,0,0,0,0
4930547E08Rik,0,0,0,0
4930547E14Rik,0,0,0,0
4930548G14Rik,0,0,0,0
4930548H24Rik,0,0,0,0
4930548J01Rik,0,0,0,0
4930548K13Rik,0,0,0,0
4930549C01Rik,0,0,0,0
4930549G23Rik,0,0,0,0
4930550C14Rik,0,0,0,0
4930550L24Rik,0,0,0,0
4930552N02Rik,0,0,0,0
4930552P12Rik,0,0,0,0
4930553E22Rik,0,0,0,0
4930554C24Rik,0,0,0,0
4930555B11Rik,0,0,0,0
4930555G01Rik,0,1,0,2
4930556C24Rik,0,0,0,0
4930556G01Rik,0,0,0,0
4930556J02Rik,0,0,0,0
4930556M19Rik,35,5,22,5
4930556N09Rik,0,0,0,0
4930557A04Rik,0,0,0,0
4930557J02Rik,0,0,0,0
4930558C23Rik,0,0,0,0
4930558G05Rik,0,0,0,0
4930558J18Rik,0,0,0,0
4930558K02Rik,0,0,0,0
4930562C15Rik,0,0,0,0
4930562F07Rik,0,0,0,0
4930563D23Rik,0,0,0,0
4930563E18Rik,0,0,0,0
4930563E22Rik,0,6,1,0
4930563F08Rik,0,0,0,0
4930563M20Rik,0,0,0,0
4930564B18Rik,0,0,0,0
4930564C03Rik,0,0,0,0
4930564D02Rik,0,0,0,0
4930564G21Rik,0,0,0,0
4930564K09Rik,0,8,0,0
4930565D16Rik,0,0,0,0
4930565N06Rik,3,3,2,1
4930567H12Rik,0,0,0,0
4930567H17Rik,0,0,0,0
4930567J20Rik,0,0,0,0
4930567K20Rik,0,0,0,0
4930568D16Rik,0,0,0,0
4930568E12Rik,0,0,0,0
4930568G15Rik,0,0,0,0
4930568K20Rik,0,0,0,0
4930570G19Rik,0,50,0,45
4930571K23Rik,0,0,0,0
4930572K03Rik,0,0,0,0
4930572O03Rik,0,0,0,0
4930572O13Rik,0,0,0,0
4930573O16Rik,0,33,0,0
4930577N17Rik,0,35,0,0
4930578C19Rik,0,0,0,0
4930578E11Rik,12,8,7,16
4930578I06Rik,0,0,0,0
4930578M01Rik,0,6,0,0
4930578N18Rik,0,0,0,0
4930579F01Rik,0,0,0,0
4930579G18Rik,119,42,15,6
4930579G24Rik,9,7,6,2
4930579K19Rik,0,0,0,0
4930581F22Rik,0,0,0,0
4930583K01Rik,0,0,0,0
4930583P06Rik,0,0,0,0
4930584F24Rik,0,0,0,0
4930590J08Rik,0,0,0,0
4930590L20Rik,0,0,0,0
4930591A17Rik,0,0,0,0
4930592A05Rik,0,0,0,0
4930592I03Rik,0,0,0,0
4930593A02Rik,0,0,0,89
4930593C16Rik,0,0,0,0
4930594C11Rik,9,0,114,0
4930595M18Rik,0,0,0,0
4930596D02Rik,0,0,0,0
4930596M17Rik,0,0,0,0
4930597G03Rik,0,0,0,0
4930598F16Rik,0,0,0,0
4930599N23Rik,0,0,0,0
4931402G19Rik,0,17,0,0
4931403E22Rik,0,0,0,0
4931403G20Rik,0,0,0,0
4931406B18Rik,170,40,141,7
4931406C07Rik,2407,250,8,0
4931406H21Rik,0,0,0,0
4931406P16Rik,0,0,71,153
4931408C20Rik,0,0,0,0
4931408D14Rik,0,0,2,0
4931409K22Rik,0,0,0,0
4931414P19Rik,0,0,0,0
4931417E11Rik,0,0,0,0
4931417G12Rik,0,0,0,0
4931419H13Rik,0,0,0,0
4931420L22Rik,0,0,0,0
4931423N10Rik,0,0,0,0
4931428F04Rik,1083,0,0,75
4931428L18Rik,0,0,0,0
4931429I11Rik,0,0,0,0
4931429L15Rik,0,9,0,0
4931429P17Rik,0,0,0,0
4931430N09Rik,2,0,0,0
4931431B13Rik,0,0,0,0
4931431C16Rik,0,0,0,0
4931431F19Rik,0,0,0,0
4931440F15Rik,0,0,0,0
4931440J10Rik,0,0,0,0
4931440L10Rik,0,0,0,0
4931440P22Rik,0,0,0,0
4932411E22Rik,0,0,0,0
4932411N23Rik,0,4,54,0
4932412D23Rik,0,0,0,0
4932413F04Rik,9,0,2,0
4932414J04Rik,0,0,0,0
4932414N04Rik,1,0,0,0
4932415G12Rik,1,455,786,0
4932415M13Rik,0,0,0,0
4932416H05Rik,1,0,0,6
4932416K20Rik,0,0,0,0
4932418E24Rik,0,0,0,0
4932429P05Rik,0,0,0,0
4932435O22Rik,0,0,1,0
4932438A13Rik,213,545,64,656
4932438H23Rik,0,220,0,0
4932441J04Rik,0,0,0,0
4932443I19Rik,0,0,0,0
4932702P03Rik,0,0,0,0
4933400A11Rik,0,0,0,0
4933400B14Rik,0,0,0,0
4933400C23Rik,0,0,0,0
4933400F21Rik,1,10,0,0
4933400L20Rik,0,0,0,0
4933401B06Rik,0,0,0,0
4933401D09Rik,0,7,4,0
4933401H06Rik,0,0,0,0
4933401P06Rik,0,0,0,0
4933402C06Rik,0,0,0,0
4933402D24Rik,0,215,0,0
4933402E13Rik,0,0,0,0
4933402J07Rik,0,0,0,0
4933402J10Rik,0,0,0,0
4933402J15Rik,0,0,0,0
4933402N03Rik,0,0,0,0
4933402N22Rik,0,0,0,0
4933402P03Rik,0,0,0,0
4933403G14Rik,0,0,0,0
4933403O08Rik,0,0,0,0
4933404G15Rik,0,0,0,0
4933404K08Rik,0,3,0,0
4933404O12Rik,8,427,11,2
4933405D12Rik,4,7,3,0
4933405E24Rik,0,0,0,0
4933405L10Rik,0,0,0,0
4933405O20Rik,0,0,0,0
4933406C10Rik,0,44,0,0
4933406D12Rik,0,0,0,0
4933406F09Rik,0,0,0,0
4933406G16Rik,0,0,0,0
4933406I18Rik,0,0,36,0
4933406J08Rik,0,0,0,0
4933406J10Rik,0,0,0,0
4933406K04Rik,0,0,0,0
4933406M09Rik,0,0,0,0
4933407E24Rik,0,0,0,0
4933407G14Rik,0,0,0,0
4933407I05Rik,0,0,0,0
4933407K13Rik,0,0,0,0
4933407L21Rik,0,0,0,0
4933408B17Rik,0,0,5,0
4933408J17Rik,0,0,0,0
4933408N05Rik,0,5,0,0
4933409G03Rik,0,0,0,0
4933409K07Rik,1,0,0,0
4933411E08Rik,0,4,2,0
4933411G06Rik,0,0,0,0
4933411G11Rik,0,0,0,0
4933411K16Rik,0,0,0,0
4933411K20Rik,4,1064,886,742
4933412E12Rik,0,14,0,0
4933412E24Rik,0,0,0,0
4933412O06Rik,0,180,3,594
4933413G19Rik,0,0,0,0
4933413J09Rik,0,0,0,0
4933413L06Rik,0,0,0,0
4933415F23Rik,0,0,0,0
4933416C03Rik,0,0,0,0
4933416E03Rik,0,0,0,0
4933416I08Rik,0,0,0,0
4933416M06Rik,0,0,0,0
4933416M07Rik,0,0,0,0
4933417A18Rik,0,0,0,0
4933417D19Rik,0,0,0,0
4933417E11Rik,0,0,0,0
4933417G07Rik,0,0,0,0
4933417O13Rik,0,0,0,0
4933421I07Rik,0,0,0,0
4933421O10Rik,9,70,1,25
4933422A05Rik,0,0,0,0
4933422H20Rik,0,0,0,0
4933424G05Rik,0,0,0,0
4933424G06Rik,0,39,0,0
4933425B07Rik,0,0,0,0
4933425H06Rik,0,0,0,0
4933425L06Rik,0,0,0,0
4933426D04Rik,0,33,0,0
4933426M11Rik,0,320,35,31
4933427D06Rik,0,0,0,0
4933427D14Rik,339,242,22,0
4933427E11Rik,0,0,0,0
4933427E13Rik,0,0,0,0
4933427G17Rik,48,122,0,0
4933427I22Rik,0,0,0,0
4933428C19Rik,0,0,0,0
4933429K18Rik,0,0,0,0
4933429O19Rik,0,0,0,0
4933430H16Rik,0,0,0,0
4933430I17Rik,0,0,50,0
4933430M04Rik,0,0,0,0
4933430N04Rik,0,0,0,0
4933431E20Rik,20,1016,174,152
4933431G14Rik,0,0,0,0
4933432G23Rik,0,0,0,0
4933432I03Rik,0,0,0,0
4933432I09Rik,0,0,0,0
4933433C11Rik,0,0,0,0
4933433F19Rik,0,0,0,0
4933433G15Rik,0,0,0,0
4933433G19Rik,0,4,0,0
4933433H22Rik,0,0,0,0
4933434E20Rik,791,1194,63,523
4933434I20Rik,0,0,0,0
4933436C20Rik,0,0,0,0
4933436E23Rik,0,0,0,0
4933436H12Rik,0,0,0,0
4933436I01Rik,0,0,0,0
4933438B17Rik,0,0,0,0
4933438K21Rik,0,3,1,0
4933439C10Rik,0,0,12,55
4933439K11Rik,0,0,0,0
4933440J02Rik,0,0,0,0
4933440M02Rik,0,0,0,0
5031410I06Rik,0,0,0,0
5031414D18Rik,0,0,0,0
5031425E22Rik,0,1,244,13
5031425F14Rik,0,0,0,0
5031426D15Rik,50,151,122,5
5031434C07Rik,0,0,0,0
5031434O11Rik,0,0,0,0
5031439G07Rik,0,422,7,59
5033403H07Rik,0,0,0,0
5033404E19Rik,0,0,0,0
5033406O09Rik,0,0,0,0
5033411D12Rik,0,0,0,0
5330411J11Rik,0,0,0,0
5330413P13Rik,0,0,0,0
5330417C22Rik,0,169,193,0
5330426P16Rik,0,0,0,67
5330434G04Rik,0,481,138,0
5330439B14Rik,0,0,0,0
5430401F13Rik,0,0,0,0
5430402E10Rik,0,0,0,0
5430402O13Rik,176,27,0,0
5430403N17Rik,0,0,0,0
5430405H02Rik,17,148,11,1
5430416N02Rik,377,92,0,0
5430416O09Rik,4,2,1,0
5430417L22Rik,0,164,0,704
5430419D17Rik,0,0,0,0
5430421F17Rik,0,6,0,2
5430421N21Rik,0,0,0,0
5430425J12Rik,0,0,0,0
5430427M07Rik,0,0,0,0
5430427O19Rik,0,1,0,0
5430428K19Rik,0,0,0,0
5430434I15Rik,0,0,0,0
5430435G22Rik,0,0,0,0
5430437J10Rik,0,3,0,0
5430440P10Rik,7,0,5,2
5530400C23Rik,0,0,0,0
5530401A14Rik,0,0,0,0
5530601H04Rik,15,118,0,395
5730403I07Rik,0,0,0,0
5730405O15Rik,0,52,0,0
5730408K05Rik,17,147,9,30
5730409E04Rik,229,105,196,188
5730412P04Rik,0,0,0,0
5730416F02Rik,0,0,0,0
5730420D15Rik,0,0,0,0
5730422E09Rik,0,0,0,0
5730435O14Rik,0,0,0,0
5730455P16Rik,77,582,843,400
5730457N03Rik,0,0,0,0
5730460C07Rik,0,2,0,0
5730480H06Rik,0,0,0,0
5730488B01Rik,0,0,0,0
5730507C01Rik,9,73,0,1
5730508B09Rik,38,0,0,0
5730522E02Rik,0,211,11,0
5730559C18Rik,0,0,0,0
5730577I03Rik,2,94,35,1
5830403L16Rik,0,0,0,0
5830403M04Rik,0,0,0,0
5830411N06Rik,0,0,0,0
5830415F09Rik,0,0,0,413
5830416I19Rik,1,0,3,0
5830416P10Rik,54,18,39,12
5830417I10Rik,45,75,97,25
5830418K08Rik,1,558,1276,13
5830418P13Rik,0,0,0,0
5830428M24Rik,0,0,0,0
5830432E09Rik,0,0,0,0
5830454E08Rik,0,0,0,0
5830473C10Rik,0,0,0,0
5930403L14Rik,13,2,8,12
5930412G12Rik,0,0,15,0
5930438M14Rik,0,34,0,0
6030407O03Rik,0,0,0,0
6030408B16Rik,0,9,0,0
6030419C18Rik,0,72,5,25
6030440G07Rik,27,9,8,5
6030458C11Rik,24,171,28,1116
6030466F02Rik,0,0,0,0
6030468B19Rik,0,0,0,0
6030498E09Rik,0,0,0,0
6230400D17Rik,0,0,0,69
6330403A02Rik,111,290,137,1163
6330403K07Rik,1725,1001,1048,2419
6330403M23Rik,0,247,536,923
6330407A03Rik,0,0,0,0
6330408A02Rik,0,7,4,0
6330409D20Rik,0,0,0,0
6330410L21Rik,0,0,0,0
6330415B21Rik,4,2,5,5
6330416G13Rik,0,0,16,0
6330418K02Rik,0,0,0,0
6330549D23Rik,0,0,0,0
6430411K18Rik,0,0,0,0
6430531B16Rik,0,0,0,0
6430548M08Rik,57,594,83,0
6430550D23Rik,5,2,6,1
6430562O15Rik,0,0,0,0
6430571L13Rik,1,0,0,0
6430573F11Rik,0,0,1,510
6430584L05Rik,0,142,0,0
6430706D22Rik,0,0,0,0
6530402F18Rik,0,81,2,0
6530411M01Rik,0,0,0,0
6720401G13Rik,0,247,0,0
6720456H20Rik,0,116,0,0
6720468P15Rik,0,0,0,0
6720483E21Rik,0,0,0,0
6720489N17Rik,0,6,0,0
6820408C15Rik,0,0,0,0
6820431F20Rik,170,1718,548,2021
7420426K07Rik,0,0,0,0
7420461P10Rik,0,0,0,0
7420700N18Rik,0,0,0,0
7420701I03Rik,0,0,0,0
7530416G11Rik,106,28,92,23
7530420F21Rik,0,0,0,0
7630403G23Rik,0,0,0,0
8030411F24Rik,0,0,0,0
8030423F21Rik,5,8,5,10
8030423J24Rik,0,0,0,0
8030442B05Rik,0,0,0,0
8030443G20Rik,0,0,0,0
8030462N17Rik,0,147,0,0
8430403D17Rik,1,5,0,11
8430408G22Rik,0,0,0,0
8430410A17Rik,0,555,746,0
8430419L09Rik,107,1434,90,703
8430422H06Rik,0,0,0,0
8430423G03Rik,0,0,0,0
8430427H17Rik,0,177,152,0
8430429K09Rik,4,277,145,2
8430431K14Rik,0,1,4,0
8430436N08Rik,0,0,0,0
8430437L04Rik,0,0,0,0
9030025P20Rik,6,1,0,0
9030204H09Rik,0,0,0,0
9030404E10Rik,0,0,0,0
9030612E09Rik,0,0,0,0
9030617O03Rik,0,0,0,0
9030619P08Rik,0,0,0,0
9030624G23Rik,0,76,7,0
9030624J02Rik,172,370,49,278
9130008F23Rik,0,0,0,0
9130011E15Rik,0,0,0,271
9130015A21Rik,0,0,0,0
9130015L21Rik,0,0,0,0
9130017N09Rik,0,0,0,0
9130019O22Rik,59,0,0,0
9130019P16Rik,0,2,0,9
9130023H24Rik,0,28,0,0
9130024F11Rik,0,0,0,0
9130204L05Rik,0,0,0,0
9130206I24Rik,0,0,0,0
9130209A04Rik,0,0,0,0
9130221F21Rik,5,14,5,5
9130221H12Rik,0,0,0,0
9130227L01Rik,0,0,3,0
9130230L23Rik,0,0,0,0
9130401M01Rik,0,195,4,0
9130409I23Rik,0,0,0,0
9230009I02Rik,0,0,0,0
9230102K24Rik,0,0,0,0
9230102O04Rik,0,0,3,0
9230104L09Rik,0,0,0,0
9230105E05Rik,6,1,3,15
9230110C19Rik,0,221,3,0
9230110F15Rik,0,0,0,0
9230112D13Rik,0,0,0,0
9230112J17Rik,0,0,0,0
9230114K14Rik,0,5,28,13
9230115E21Rik,0,11,0,0
9230116N13Rik,0,0,0,0
9330020H09Rik,0,191,73,173
9330111N05Rik,0,0,0,0
9330117O12Rik,0,0,0,0
9330133O14Rik,3,0,1,1
9330151L19Rik,0,264,0,0
9330158H04Rik,3,9,14,12
9330159F19Rik,61,409,103,628
9330159M07Rik,37,11,12,8
9330162B11Rik,0,0,0,0
9330175E14Rik,0,0,0,0
9330175M20Rik,0,0,0,0
9330178D15Rik,0,0,0,0
9330179D12Rik,1,0,0,639
9330182L06Rik,0,0,592,0
9330182O14Rik,0,0,22,0
9430007A20Rik,0,0,0,0
9430008C03Rik,1,5,4,8
9430014N10Rik,0,0,0,0
9430015G10Rik,0,0,0,6
9430016H08Rik,1148,254,32,145
9430018G01Rik,0,2,2,2
9430019J16Rik,0,0,0,0
9430020K01Rik,0,4,3,0
9430021M05Rik,0,0,10,0
9430023L20Rik,0,468,0,244
9430037G07Rik,11,5,2,2
9430038I01Rik,0,0,0,0
9430041J12Rik,0,1,0,0
9430060I03Rik,0,0,0,0
9430069I07Rik,0,0,0,0
9430076C15Rik,4,1,8,1
9430076G02Rik,0,0,0,0
9430083A17Rik,113,3,5,0
9430091E24Rik,0,168,1,1
9530002B09Rik,0,0,0,0
9530003J23Rik,0,0,0,0
9530026F06Rik,0,2,0,0
9530026P05Rik,0,23,0,18
9530027J09Rik,0,0,0,0
9530036O11Rik,8,1,9,1
9530048J24Rik,0,0,0,0
9530051G07Rik,0,0,0,0
9530052E02Rik,1,1,11,0
9530053A07Rik,0,0,0,0
9530059O14Rik,222,79,0,1
9530068E07Rik,7,1076,88,0
9530077C05Rik,0,0,0,205
9530080O11Rik,0,0,0,0
9530082P21Rik,30,348,274,606
9530091C08Rik,33,41,11,66
9630013A20Rik,0,0,5,0
9630028B13Rik,1,4,0,0
9630028H03Rik,0,0,0,0
9630033F20Rik,154,20,241,4
9830001H06Rik,0,562,381,51
9830107B12Rik,0,6,0,0
9830132P13Rik,41,14,58,17
9830147E19Rik,0,6,8,0
9830166K06Rik,0,4,0,0
9930012K11Rik,0,0,0,0
9930013L23Rik,0,241,0,0
9930014A18Rik,0,0,367,0
9930021J03Rik,628,463,303,0
9930104L06Rik,11,454,708,0
9930111J21Rik1,0,40,9,0
9930111J21Rik2,0,0,0,0
A030009H04Rik,3730,833,907,2687
A130010J15Rik,52,3,440,3
A130049A11Rik,0,0,0,0
A130077B15Rik,653,1563,599,237
A1bg,0,0,0,0
A1cf,0,0,0,0
A230001M10Rik,0,0,0,0
A230020J21Rik,0,0,0,18
A230028O05Rik,4,3,6,0
A230046K03Rik,0,317,226,176
A230050P20Rik,165,427,8,134
A230056J06Rik,0,0,0,361
A230056P14Rik,24,0,9,18
A230057D06Rik,0,0,0,0
A230065H16Rik,5,0,49,0
A230070E04Rik,0,99,2,579
A230072C01Rik,1279,331,20,1128
A230072E10Rik,20,7,0,1
A230073K19Rik,331,150,8,0
A230077H06Rik,1,349,1,617
A230108P19Rik,0,0,0,0
A2m,0,0,0,0
A330009N23Rik,314,160,0,87
A330021E22Rik,0,0,0,0
