,GSM3690880_HC_NG17_htseq,GSM3690879_HC_NG16_htseq,GSM3690878_HC_NG15_htseq
4930429F11Rik,0,0,0
4930429F24Rik,0,0,0
4930430A15Rik,0,0,0
4930430D24Rik,0,0,0
4930430F08Rik,0,408,0
4930430F21Rik,0,0,0
4930430J02Rik,0,0,0
4930431F12Rik,58,33,145
4930431P03Rik,0,0,0
4930432J09Rik,0,0,0
4930432K09Rik,0,0,0
4930432K21Rik,0,0,0
4930432M17Rik,0,0,0
4930433B08Rik,0,0,0
4930433I11Rik,0,0,0
4930433N12Rik,0,0,0
4930434J06Rik,0,0,0
4930435E12Rik,0,0,0
4930438E09Rik,0,0,0
4930440C22Rik,0,0,0
4930441J16Rik,0,0,0
4930441O14Rik,0,0,0
4930442J19Rik,0,0,0
4930442L01Rik,0,0,0
4930443O20Rik,0,0,0
4930444A02Rik,1232,8,243
4930444F02Rik,0,0,0
4930444G20Rik,0,0,0
4930444M15Rik,2,0,0
4930444P10Rik,0,0,0
4930447A16Rik,0,0,0
4930447C04Rik,0,0,0
4930447J18Rik,0,0,0
4930447K03Rik,0,0,0
4930447N08Rik,0,0,0
4930448C13Rik,0,0,0
4930448F12Rik,0,0,0
4930448H16Rik,0,0,0
4930448I06Rik,0,0,0
4930448I18Rik,0,0,0
4930448K20Rik,0,0,0
4930449E01Rik,0,0,0
4930449E18Rik,0,0,0
4930449I24Rik,0,0,0
4930451C15Rik,0,8,2
4930451G09Rik,0,0,0
4930451I11Rik,0,0,0
4930452A19Rik,0,0,0
4930452B06Rik,0,0,0
4930452G13Rik,0,0,0
4930452N14Rik,0,0,0
4930453H23Rik,0,0,0
4930453L07Rik,0,0,0
4930453N24Rik,0,0,0
4930455B14Rik,0,0,0
4930455C13Rik,0,0,0
4930455D15Rik,0,0,0
4930455F16Rik,0,0,0
4930455F23Rik,0,913,1006
4930455H04Rik,0,0,0
4930455J16Rik,0,0,0
4930456L15Rik,0,0,0
4930459L07Rik,0,0,0
4930461G14Rik,0,0,0
4930465A12Rik,0,0,0
4930465K10Rik,0,0,0
4930465M20Rik,0,0,0
4930467D21Rik,0,27,0
4930467E23Rik,0,0,0
4930467K11Rik,0,0,0
4930468A15Rik,0,0,0
4930469G21Rik,0,35,1
4930470H14Rik,1977,741,667
4930470P17Rik,0,0,0
4930471C04Rik,0,0,0
4930471G03Rik,0,0,0
4930471I20Rik,0,0,0
4930471M09Rik,0,0,0
4930473A02Rik,0,0,16
4930473O22Rik,0,0,0
4930474G06Rik,6,9,13
4930474H20Rik,0,0,0
4930474M22Rik,0,0,0
4930474N05Rik,0,0,0
4930474N09Rik,0,0,12
4930478L05Rik,0,0,45
4930478P22Rik,0,0,0
4930479D17Rik,0,0,0
4930479M11Rik,0,0,0
4930480E11Rik,0,0,0
4930480G23Rik,0,0,0
4930480K15Rik,2,0,168
4930480M12Rik,0,0,0
4930481A15Rik,0,0,0
4930483J18Rik,0,0,0
4930483K19Rik,0,0,0
4930483O08Rik,0,0,0
4930486F22Rik,0,0,0
4930486I03Rik,0,0,0
4930486L24Rik,0,0,0
4930487D11Rik,0,0,0
4930487H11Rik,5,0,0
4930488B22Rik,0,0,0
4930488L21Rik,0,0,0
4930500F04Rik,0,0,0
4930500J02Rik,0,0,0
4930500L23Rik,0,0,0
4930502A04Rik,0,0,0
4930502E09Rik,0,0,0
4930502E18Rik,0,0,0
4930503B20Rik,0,0,0
4930503E14Rik,0,0,0
4930503E24Rik,0,0,0
4930503H13Rik,0,0,0
4930503L19Rik,0,0,0
4930503O07Rik,0,0,0
4930504O13Rik,0,0,0
4930505A04Rik,0,0,0
4930505G20Rik,0,0,0
4930506C21Rik,0,0,6
4930506M07Rik,786,1,44
4930507D05Rik,0,0,0
4930509E16Rik,0,0,0
4930509J09Rik,0,0,0
4930509K18Rik,0,0,0
4930511A02Rik,0,0,0
4930511E03Rik,0,0,0
4930511M06Rik,266,171,163
4930511M11Rik,1,1,0
4930512B01Rik,57,0,0
4930513D17Rik,0,0,0
4930513N10Rik,0,0,0
4930513O06Rik,0,0,0
4930515B02Rik,0,0,0
4930515G01Rik,0,0,0
4930515G16Rik,0,0,0
4930515L03Rik,0,0,0
4930515L19Rik,0,0,0
4930517E11Rik,0,0,0
4930518P08Rik,0,0,0
4930519D14Rik,0,0,0
4930519F09Rik,3,0,33
4930519F16Rik,0,0,0
4930519F24Rik,0,0,0
4930519G04Rik,77,22,43
4930519H02Rik,0,0,8
4930520O04Rik,0,0,0
4930520P13Rik,0,0,0
4930521E06Rik,0,0,0
4930522H14Rik,0,0,0
4930522O17Rik,0,0,0
4930523C07Rik,0,0,0
4930523O13Rik,0,0,0
4930524B15Rik,0,0,0
4930524C18Rik,0,0,0
4930524L23Rik,0,0,0
4930524N10Rik,0,0,0
4930524O05Rik,0,0,0
4930524O08Rik,0,0,0
4930525D18Rik,0,0,0
4930525G20Rik,0,0,0
4930525M21Rik,0,0,0
4930526D03Rik,0,0,0
4930526I15Rik,67,0,0
4930526L06Rik,8,0,0
4930527F14Rik,0,0,0
4930527G23Rik,0,0,0
4930528A17Rik,0,0,0
4930528D03Rik,0,7,21
4930528P14Rik,0,0,0
4930529C04Rik,0,0,0
4930529F24Rik,0,0,0
4930529K09Rik,0,0,0
4930529L06Rik,0,0,0
4930529M08Rik,0,0,0
4930533B01Rik,0,0,0
4930533P14Rik,0,0,0
4930538K18Rik,0,0,0
4930539C22Rik,0,0,0
4930539E08Rik,0,1,11
4930539J05Rik,16,0,0
4930539M17Rik,0,0,0
4930539N22Rik,0,0,0
4930540M03Rik,0,0,0
4930542C21Rik,0,0,0
4930542D17Rik,0,0,0
4930542H20Rik,0,0,0
4930543E12Rik,0,0,0
4930544D05Rik,0,0,0
4930544G11Rik,0,0,0
4930544M13Rik,0,0,0
4930545E07Rik,0,2,0
4930545H06Rik,0,0,0
4930545L23Rik,0,0,150
4930546C10Rik,0,0,0
4930546K05Rik,0,0,0
4930547C10Rik,0,0,0
4930547E08Rik,0,0,0
4930547E14Rik,0,0,0
4930548G14Rik,0,0,0
4930548H24Rik,0,0,0
4930548J01Rik,0,0,0
4930548K13Rik,0,0,0
4930549C01Rik,0,0,0
4930549G23Rik,0,0,0
4930550C14Rik,0,0,0
4930550L24Rik,0,0,0
4930552N02Rik,0,0,0
4930552P12Rik,0,0,0
4930553E22Rik,0,0,0
4930554C24Rik,0,0,0
4930555B11Rik,0,0,0
4930555G01Rik,0,0,0
4930556C24Rik,0,0,0
4930556G01Rik,0,0,0
4930556J02Rik,0,0,0
4930556M19Rik,26,32,21
4930556N09Rik,0,0,0
4930557A04Rik,0,0,0
4930557J02Rik,0,0,0
4930558C23Rik,0,0,0
4930558G05Rik,0,0,0
4930558J18Rik,0,0,0
4930558K02Rik,0,0,29
4930562C15Rik,0,0,0
4930562F07Rik,0,0,0
4930563D23Rik,0,0,0
4930563E18Rik,0,0,0
4930563E22Rik,0,0,20
4930563F08Rik,0,16,145
4930563M20Rik,0,0,0
4930564B18Rik,0,0,0
4930564C03Rik,0,0,0
4930564D02Rik,0,0,0
4930564G21Rik,0,0,0
4930564K09Rik,0,8,29
4930565D16Rik,0,0,0
4930565N06Rik,8,2,1
4930567H12Rik,0,0,0
4930567H17Rik,0,0,0
4930567J20Rik,0,0,0
4930567K20Rik,0,0,0
4930568D16Rik,0,0,0
4930568E12Rik,0,0,0
4930568G15Rik,0,0,0
4930568K20Rik,0,0,0
4930570G19Rik,12,0,52
4930571K23Rik,0,0,0
4930572K03Rik,0,0,0
4930572O03Rik,0,0,0
4930572O13Rik,0,0,0
4930573O16Rik,0,0,0
4930577N17Rik,0,0,0
4930578C19Rik,0,0,0
4930578E11Rik,4,5,18
4930578I06Rik,0,0,0
4930578M01Rik,0,0,0
4930578N18Rik,0,0,0
4930579F01Rik,0,0,0
4930579G18Rik,3,3,4
4930579G24Rik,5,1,3
4930579K19Rik,0,0,0
4930581F22Rik,0,0,0
4930583K01Rik,0,0,0
4930583P06Rik,0,0,0
4930584F24Rik,0,0,0
4930590J08Rik,0,0,0
4930590L20Rik,0,0,0
4930591A17Rik,0,0,0
4930592A05Rik,0,0,0
4930592I03Rik,0,0,0
4930593A02Rik,0,3,0
4930593C16Rik,0,0,0
4930594C11Rik,1,1,2
4930595M18Rik,0,0,0
4930596D02Rik,0,0,0
4930596M17Rik,0,0,0
4930597G03Rik,0,0,0
4930598F16Rik,0,0,0
4930599N23Rik,0,0,0
4931402G19Rik,1,7,5
4931403E22Rik,0,0,0
4931403G20Rik,0,0,22
4931406B18Rik,42,25,91
4931406C07Rik,0,0,0
4931406H21Rik,0,0,0
4931406P16Rik,0,2,128
4931408C20Rik,0,0,0
4931408D14Rik,0,0,1
4931409K22Rik,0,0,109
4931414P19Rik,0,0,0
4931417E11Rik,0,0,0
4931417G12Rik,0,0,0
4931419H13Rik,0,0,0
4931420L22Rik,0,0,0
4931423N10Rik,0,0,0
4931428F04Rik,872,0,50
4931428L18Rik,1,0,0
4931429I11Rik,0,0,0
4931429L15Rik,16,0,3
4931429P17Rik,0,0,0
4931430N09Rik,0,0,65
4931431B13Rik,0,0,0
4931431C16Rik,0,0,0
4931431F19Rik,0,0,0
4931440F15Rik,0,0,0
4931440J10Rik,0,0,0
4931440L10Rik,0,0,0
4931440P22Rik,0,0,0
4932411E22Rik,0,0,0
4932411N23Rik,3,0,5
4932412D23Rik,0,0,0
4932413F04Rik,0,0,0
4932414J04Rik,0,0,0
4932414N04Rik,9,0,7
4932415G12Rik,97,3,0
4932415M13Rik,0,0,0
4932416H05Rik,0,0,0
4932416K20Rik,0,0,0
4932418E24Rik,0,0,0
4932429P05Rik,0,0,0
4932435O22Rik,1,0,0
4932438A13Rik,9,1,992
4932438H23Rik,0,0,0
4932441J04Rik,0,0,0
4932443I19Rik,0,0,0
4932702P03Rik,0,0,0
4933400A11Rik,0,0,0
4933400B14Rik,0,0,0
4933400C23Rik,0,0,0
4933400F21Rik,0,0,149
4933400L20Rik,0,0,0
4933401B06Rik,0,0,0
4933401D09Rik,0,0,1
4933401H06Rik,0,0,0
4933401P06Rik,0,0,0
4933402C06Rik,0,0,0
4933402D24Rik,0,0,0
4933402E13Rik,0,0,0
4933402J07Rik,0,0,0
4933402J10Rik,0,0,0
4933402J15Rik,0,0,0
4933402N03Rik,0,0,0
4933402N22Rik,0,0,0
4933402P03Rik,0,0,0
4933403G14Rik,0,0,0
4933403O08Rik,0,0,0
4933404G15Rik,0,0,0
4933404K08Rik,4,0,0
4933404O12Rik,13,3,7
4933405D12Rik,7,1,3
4933405E24Rik,0,0,0
4933405L10Rik,0,0,0
4933405O20Rik,0,0,0
4933406C10Rik,0,0,0
4933406D12Rik,0,0,0
4933406F09Rik,0,0,0
4933406G16Rik,0,0,0
4933406I18Rik,0,0,0
4933406J08Rik,0,0,0
4933406J10Rik,0,0,0
4933406K04Rik,0,0,0
4933406M09Rik,0,0,0
4933407E24Rik,0,0,0
4933407G14Rik,0,0,0
4933407I05Rik,0,0,0
4933407K13Rik,0,0,0
4933407L21Rik,29,0,0
4933408B17Rik,0,0,0
4933408J17Rik,0,0,0
4933408N05Rik,0,1,14
4933409G03Rik,0,0,0
4933409K07Rik,0,0,1
4933411E08Rik,6,0,8
4933411G06Rik,0,0,0
4933411G11Rik,0,0,0
4933411K16Rik,0,0,0
4933411K20Rik,5,1,0
4933412E12Rik,0,0,1
4933412E24Rik,0,0,0
4933412O06Rik,39,0,0
4933413G19Rik,0,0,166
4933413J09Rik,0,0,0
4933413L06Rik,2,0,0
4933415F23Rik,0,0,0
4933416C03Rik,0,182,0
4933416E03Rik,0,0,0
4933416I08Rik,0,0,0
4933416M06Rik,0,0,0
4933416M07Rik,0,0,0
4933417A18Rik,0,0,0
4933417D19Rik,0,0,0
4933417E11Rik,0,0,0
4933417G07Rik,0,0,0
4933417O13Rik,0,0,0
4933421I07Rik,0,0,0
4933421O10Rik,51,6,55
4933422A05Rik,0,0,0
4933422H20Rik,0,0,0
4933424G05Rik,0,0,0
4933424G06Rik,0,0,0
4933425B07Rik,0,0,0
4933425H06Rik,0,0,0
4933425L06Rik,0,0,0
4933426D04Rik,0,0,52
4933426M11Rik,0,705,207
4933427D06Rik,0,0,0
4933427D14Rik,0,0,0
4933427E11Rik,0,0,0
4933427E13Rik,0,0,0
4933427G17Rik,401,0,0
4933427I22Rik,0,0,0
4933428C19Rik,0,0,0
4933429K18Rik,0,0,0
4933429O19Rik,0,0,0
4933430H16Rik,0,0,0
4933430I17Rik,0,0,0
4933430M04Rik,0,0,0
4933430N04Rik,0,0,0
4933431E20Rik,15,19,430
4933431G14Rik,0,0,0
4933432G23Rik,0,0,0
4933432I03Rik,0,0,0
4933432I09Rik,0,0,0
4933433C11Rik,0,0,0
4933433F19Rik,0,0,0
4933433G15Rik,0,1,0
4933433G19Rik,0,0,0
4933433H22Rik,0,0,0
4933434E20Rik,1263,0,1218
4933434I20Rik,0,0,0
4933436C20Rik,0,0,0
4933436E23Rik,0,0,0
4933436H12Rik,0,0,0
4933436I01Rik,0,0,0
4933438B17Rik,0,0,0
4933438K21Rik,1,0,0
4933439C10Rik,0,0,0
4933439K11Rik,0,0,0
4933440J02Rik,0,0,0
4933440M02Rik,0,0,0
5031410I06Rik,0,0,0
5031414D18Rik,0,0,0
5031425E22Rik,1,0,181
5031425F14Rik,0,0,0
5031426D15Rik,31,28,357
5031434C07Rik,0,0,0
5031434O11Rik,0,0,0
5031439G07Rik,1,0,0
5033403H07Rik,0,0,0
5033404E19Rik,0,0,0
5033406O09Rik,3,0,0
5033411D12Rik,0,135,0
5330411J11Rik,0,0,0
5330413P13Rik,0,0,0
5330417C22Rik,92,0,632
5330426P16Rik,0,0,0
5330434G04Rik,0,0,62
5330439B14Rik,0,0,0
5430401F13Rik,0,0,0
5430402E10Rik,0,0,0
5430402O13Rik,0,0,0
5430403N17Rik,0,0,0
5430405H02Rik,5,15,17
5430416N02Rik,0,0,154
5430416O09Rik,1,1,1
5430417L22Rik,1,0,1257
5430419D17Rik,0,0,0
5430421F17Rik,1,0,1
5430421N21Rik,0,0,0
5430425J12Rik,0,0,0
5430427M07Rik,0,0,0
5430427O19Rik,0,0,0
5430428K19Rik,0,0,0
5430434I15Rik,0,0,0
5430435G22Rik,0,0,0
5430437J10Rik,0,0,0
5430440P10Rik,1,0,11
5530400C23Rik,0,0,0
5530401A14Rik,0,0,0
5530601H04Rik,28,0,7
5730403I07Rik,0,0,0
5730405O15Rik,93,0,37
5730408K05Rik,0,0,1
5730409E04Rik,977,257,81
5730412P04Rik,0,0,0
5730416F02Rik,0,0,0
5730420D15Rik,0,0,0
5730422E09Rik,0,0,0
5730435O14Rik,0,0,0
5730455P16Rik,264,68,1074
5730457N03Rik,0,0,0
5730460C07Rik,0,0,0
5730480H06Rik,0,0,0
5730488B01Rik,0,0,0
5730507C01Rik,196,2,60
5730508B09Rik,0,0,0
5730522E02Rik,0,0,0
5730559C18Rik,0,0,1
5730577I03Rik,836,20,271
5830403L16Rik,0,0,0
5830403M04Rik,0,0,0
5830411N06Rik,0,0,0
5830415F09Rik,0,0,376
5830416I19Rik,0,1,0
5830416P10Rik,29,6,42
5830417I10Rik,374,107,202
5830418K08Rik,0,10,621
5830418P13Rik,0,0,0
5830428M24Rik,0,0,0
5830432E09Rik,0,0,0
5830454E08Rik,0,0,0
5830473C10Rik,0,0,0
5930403L14Rik,8,2,4
5930412G12Rik,0,0,0
5930438M14Rik,0,0,0
6030407O03Rik,0,0,0
6030408B16Rik,12,0,5
6030419C18Rik,1,0,58
6030440G07Rik,14,16,22
6030458C11Rik,11,215,290
6030466F02Rik,0,0,0
6030468B19Rik,0,0,0
6030498E09Rik,0,0,0
6230400D17Rik,0,0,0
6330403A02Rik,504,0,49
6330403K07Rik,1045,903,350
6330403M23Rik,146,1913,66
6330407A03Rik,0,0,0
6330408A02Rik,0,0,634
6330409D20Rik,0,0,0
6330410L21Rik,0,0,0
6330415B21Rik,28,11,17
6330416G13Rik,0,0,0
6330418K02Rik,0,261,0
6330549D23Rik,0,0,0
6430411K18Rik,0,0,0
6430531B16Rik,0,0,0
6430548M08Rik,39,8,0
6430550D23Rik,1,1,6
6430562O15Rik,0,0,0
6430571L13Rik,0,0,0
6430573F11Rik,0,0,0
6430584L05Rik,0,0,0
6430706D22Rik,0,0,0
6530402F18Rik,0,0,0
6530411M01Rik,0,0,0
6720401G13Rik,0,0,14
6720456H20Rik,0,0,0
6720468P15Rik,0,0,0
6720483E21Rik,0,0,0
6720489N17Rik,0,0,0
6820408C15Rik,0,0,0
6820431F20Rik,3058,1032,622
7420426K07Rik,0,0,0
7420461P10Rik,0,0,0
7420700N18Rik,0,0,1
7420701I03Rik,0,0,0
7530416G11Rik,21,11,72
7530420F21Rik,0,0,0
7630403G23Rik,0,0,0
8030411F24Rik,0,0,0
8030423F21Rik,8,13,29
8030423J24Rik,0,0,0
8030442B05Rik,0,0,0
8030443G20Rik,0,0,0
8030462N17Rik,0,0,0
8430403D17Rik,7,4,10
8430408G22Rik,0,0,0
8430410A17Rik,1,0,318
8430419L09Rik,1653,1631,1630
8430422H06Rik,0,0,0
8430423G03Rik,0,0,0
8430427H17Rik,0,0,872
8430429K09Rik,31,0,3
8430431K14Rik,578,0,2
8430436N08Rik,0,0,0
8430437L04Rik,0,0,0
9030025P20Rik,155,0,28
9030204H09Rik,0,0,0
9030404E10Rik,0,0,0
9030612E09Rik,0,0,0
9030617O03Rik,1,0,0
9030619P08Rik,0,0,0
9030624G23Rik,0,0,71
9030624J02Rik,1,25,80
9130008F23Rik,0,0,0
9130011E15Rik,0,0,0
9130015A21Rik,0,0,0
9130015L21Rik,0,0,0
9130017N09Rik,0,0,0
9130019O22Rik,0,0,0
9130019P16Rik,2,0,0
9130023H24Rik,0,0,0
9130024F11Rik,0,0,0
9130204L05Rik,0,0,0
9130206I24Rik,0,0,0
9130209A04Rik,1,0,0
9130221F21Rik,19,0,38
9130221H12Rik,0,0,0
9130227L01Rik,0,0,0
9130230L23Rik,0,0,0
9130401M01Rik,1305,0,706
9130409I23Rik,0,0,0
9230009I02Rik,0,0,0
9230102K24Rik,0,0,0
9230102O04Rik,0,0,0
9230104L09Rik,0,0,0
9230105E05Rik,1,0,2
9230110C19Rik,0,0,0
9230110F15Rik,0,0,0
9230112D13Rik,0,0,0
9230112J17Rik,0,0,0
9230114K14Rik,10,0,5
9230115E21Rik,0,0,0
9230116N13Rik,0,0,0
9330020H09Rik,60,0,0
9330111N05Rik,0,0,0
9330117O12Rik,0,0,0
9330133O14Rik,805,0,5
9330151L19Rik,666,0,0
9330158H04Rik,10,10,16
9330159F19Rik,1550,974,952
9330159M07Rik,11,7,24
9330162B11Rik,0,5,0
9330175E14Rik,0,0,0
9330175M20Rik,0,0,0
9330178D15Rik,0,0,0
9330179D12Rik,0,0,287
9330182L06Rik,0,0,0
9330182O14Rik,0,0,0
9430007A20Rik,0,0,0
9430008C03Rik,5,10,19
9430014N10Rik,0,0,0
9430015G10Rik,0,0,760
9430016H08Rik,0,0,0
9430018G01Rik,3,2,6
9430019J16Rik,0,0,0
9430020K01Rik,0,0,0
9430021M05Rik,0,0,0
9430023L20Rik,49,0,1613
9430037G07Rik,2,1,3
9430038I01Rik,0,10,0
9430041J12Rik,0,0,0
9430060I03Rik,0,0,0
9430069I07Rik,0,0,0
9430076C15Rik,3,1,3
9430076G02Rik,0,0,0
9430083A17Rik,14,355,27
9430091E24Rik,1,0,169
9530002B09Rik,0,0,0
9530003J23Rik,0,0,0
9530026F06Rik,1,6,0
9530026P05Rik,0,0,0
9530027J09Rik,0,0,0
9530036O11Rik,3,1,1
9530048J24Rik,0,0,0
9530051G07Rik,0,127,0
9530052E02Rik,0,1,0
9530053A07Rik,0,0,0
9530059O14Rik,0,0,0
9530068E07Rik,1061,3,3299
9530077C05Rik,0,0,0
9530080O11Rik,0,0,0
9530082P21Rik,137,1262,837
9530091C08Rik,59,30,22
9630013A20Rik,0,0,14
9630028B13Rik,5,2,1
9630028H03Rik,0,0,0
9630033F20Rik,64,0,295
9830001H06Rik,0,0,40
9830107B12Rik,0,0,6
9830132P13Rik,5,32,8
9830147E19Rik,5,3,592
9830166K06Rik,74,0,338
9930012K11Rik,0,0,0
9930013L23Rik,0,0,317
9930014A18Rik,0,0,0
9930021J03Rik,169,339,1270
9930104L06Rik,96,53,220
9930111J21Rik1,11,0,20
9930111J21Rik2,0,0,0
A030009H04Rik,3448,26,1994
A130010J15Rik,9,6,210
A130049A11Rik,0,0,0
A130077B15Rik,1285,733,901
A1bg,0,0,0
A1cf,0,0,0
A230001M10Rik,0,0,0
A230020J21Rik,0,0,0
A230028O05Rik,2,1,4
A230046K03Rik,11,491,172
A230050P20Rik,4,612,496
A230056J06Rik,0,0,0
A230056P14Rik,2,0,0
A230057D06Rik,0,0,0
A230065H16Rik,0,0,0
A230070E04Rik,273,16,272
A230072C01Rik,98,22,216
A230072E10Rik,1,3,13
A230073K19Rik,3,0,135
A230077H06Rik,56,27,3
A230108P19Rik,0,0,0
A2m,0,0,0
A330009N23Rik,0,240,76
A330021E22Rik,0,0,266
A330023F24Rik,68,0,385
A330032B11Rik,45,57,31
A330035P11Rik,0,2,5
A330040F15Rik,0,0,50
A330041J22Rik,0,0,0
A330048O09Rik,0,0,0
A330049N07Rik,0,21,0
A330050B17Rik,1,0,0
A330050F15Rik,174,0,86
A330069E16Rik,538,275,200
A330070K13Rik,0,0,0
A330076C08Rik,0,0,0
A330076H08Rik,0,0,0
A330093E20Rik,0,0,0
A330102I10Rik,0,0,78
A3galt2,0,0,0
A430005L14Rik,447,0,0
A430033K04Rik,485,27,6
A430035B10Rik,0,0,0
A430071A18Rik,0,0,0
A430078G23Rik,117,78,184
A430088P11Rik,8,2,6
A430089I19Rik,0,0,0
A430090L17Rik,0,0,0
A430092G05Rik,0,0,1
A430093F15Rik,0,0,0
A430105I19Rik,0,0,0
A430107P09Rik,87,7,116
A4galt,0,0,0
A4gnt,0,0,0
A530006G24Rik,0,0,0
A530013C23Rik,0,0,0
A530016L24Rik,0,0,0
A530032D15Rik,0,0,0
A530046M15Rik,0,0,0
A530050N04Rik,0,0,0
A530053G22Rik,0,0,0
A530054K11Rik,18,5,12
A530058N18Rik,0,0,0
A530064D06Rik,0,0,9
A530065N20Rik,4,0,0
A530072M11Rik,0,0,0
A530088E08Rik,0,0,0
A530099J19Rik,0,0,0
A630001G21Rik,0,0,0
A630007B06Rik,0,0,163
A630010A05Rik,0,0,0
A630012P03Rik,0,0,0
A630019I02Rik,0,0,0
A630020A06,6,8,8
A630023A22Rik,0,0,0
A630033H20Rik,2,0,13
A630066F11Rik,0,0,0
A630072M18Rik,22,7,36
A630073D07Rik,0,0,0
A630075F10Rik,22,0,33
A630076J17Rik,0,0,0
A630077J23Rik,0,0,0
A630089N07Rik,1862,2253,1257
A630095E13Rik,0,0,0
A630095N17Rik,0,0,0
A730008H23Rik,0,0,0
A730017C20Rik,0,272,1883
A730017L22Rik,303,29,482
A730018C14Rik,0,0,0
A730020E08Rik,17,601,9
A730020M07Rik,0,0,0
A730036I17Rik,0,0,0
A730043L09Rik,0,0,0
A730046J19Rik,0,0,0
A730056A06Rik,0,0,0
A730082K24Rik,7,0,2
A730085A09Rik,0,0,0
A730085K08Rik,0,0,0
A730090H04Rik,0,0,0
A730090N16Rik,0,0,0
A730098P11Rik,3,21,8
A830009L08Rik,0,0,0
A830010M20Rik,1302,84,1653
A830018L16Rik,87,13,168
A830019L24Rik,0,0,0
A830052D11Rik,3,0,0
A830080D01Rik,1,0,0
A830082K12Rik,12,0,97
A830082N09Rik,48,18,36
A930001A20Rik,0,0,0
A930001C03Rik,0,0,0
A930003A15Rik,0,0,0
A930003O13Rik,1,0,8
A930004D18Rik,0,0,0
A930005H10Rik,0,0,0
A930006I01Rik,0,0,0
A930006K02Rik,0,0,0
A930007I19Rik,21,0,0
A930009A15Rik,0,0,0
A930011G23Rik,0,0,0
A930011O12Rik,957,14,683
A930012L18Rik,1,0,51
A930013F10Rik,38,1,123
A930015D03Rik,162,0,0
A930016O22Rik,9,3,14
A930017M01Rik,0,0,0
A930018P22Rik,0,0,0
A930019D19Rik,0,0,0
A930024E05Rik,0,0,0
A930041C12Rik,0,0,0
AA387883,0,0,0
AA388235,46,26,740
AA414768,1,0,0
AA415398,0,0,546
AA465934,1,0,21
AA467197,0,0,0
AA474331,0,0,0
AA536875,2,3,8
AA543186,0,0,0
AA545190,0,0,0
AA619741,0,0,0
AA792892,0,0,0
AA986860,0,0,0
AA987161,11,1,1
AB099516,0,0,0
AB124611,0,0,0
AF067061,0,0,0
AF067063,0,0,0
AF251705,0,0,0
AF357355,0,0,0
AF357359,13,0,0
AF357399,0,11,0
AF357425,71,0,71
AF357426,0,0,0
AF366264,0,0,0
AF529169,0,0,0
AI115009,0,20,12
AI118078,0,0,0
AI182371,0,0,0
AI197445,5,11,4
AI314180,11,0,500
AI314831,0,0,0
AI316807,0,29,0
AI317395,0,0,0
AI413582,658,598,505
AI414108,0,83,0
AI427809,0,0,0
AI429214,0,0,0
AI450353,0,1,1
AI462493,376,0,295
AI463170,0,0,0
AI464131,3,2,1
AI467606,0,0,0
AI480653,0,0,0
AI504432,0,0,0
AI506816,0,1,4
AI507597,0,0,0
AI593442,5214,2699,6298
AI597468,18,1,669
AI597479,14,424,0
AI606473,1,0,0
AI607873,0,0,0
AI646519,0,0,0
AI661453,0,0,0
AI662270,0,0,0
AI747448,0,0,0
AI836003,17,16,0
AI837181,403,0,240
AI846148,0,0,227
AI847159,0,0,0
AI848285,12,0,0
AI854517,1,0,0
AI854703,0,0,252
AI987944,8,0,38
AK010878,150,1,235
AK129341,0,0,0
AU015228,0,0,0
AU015836,0,0,0
AU016765,0,0,0
AU018091,2,0,3
AU018829,0,0,0
AU019823,156,0,129
AU019990,0,0,0
AU021063,0,0,0
AU021092,0,0,0
AU022252,570,0,276
AU022751,0,0,0
AU022754,1,0,8
AU022793,0,0,0
AU023762,45,19,49
AU023871,0,0,0
AU040320,1628,0,345
AU040972,0,0,0
AU041133,1,0,1
AV039307,0,0,0
AV051173,0,0,0
AV320801,0,0,0
AW011738,0,0,0
AW046200,0,0,0
AW112010,0,0,0
AW146154,12,0,3
AW209491,0,0,1224
AW495222,0,0,33
AW549542,0,0,0
AW549877,1963,1,795
AW551984,0,0,0
AW554918,0,5,20
AY074887,3,3,11
AY358078,0,0,0
AY512915,0,0,0
AY512931,11,0,11
AY761184,0,0,0
AY761185,0,0,0
Aaas,25,1,346
Aacs,8,0,506
Aadac,0,0,0
Aadacl2,0,0,0
Aadacl3,0,0,0
Aadat,0,0,0
Aaed1,0,0,0
Aagab,2586,113,18
Aak1,201,146,3432
Aamdc,142,718,224
Aamp,863,653,1994
Aanat,0,0,0
Aar2,386,37,1087
Aard,0,0,0
Aars,1686,311,2259
Aars2,0,0,0
Aarsd1,5,0,777
Aasdh,0,0,0
Aasdhppt,34,1342,636
Aass,0,0,0
Aatf,54,23,0
Aatk,1295,621,426
Abat,637,51,731
Abca1,917,38,0
Abca12,0,0,0
Abca13,0,0,0
Abca14,0,0,0
Abca15,0,0,0
Abca16,0,0,0
Abca17,0,10,0
Abca2,0,0,959
Abca3,0,581,318
Abca4,0,0,0
Abca5,0,1,239
Abca6,2,8,1
Abca7,0,0,0
Abca8a,0,0,0
Abca8b,0,4,3
Abca9,0,0,0
Abcb10,1086,0,20
Abcb11,0,85,0
Abcb1a,0,0,0
Abcb1b,485,0,0
Abcb4,6,0,0
Abcb5,0,0,0
Abcb6,0,0,7
Abcb7,74,0,206
Abcb8,1069,0,1
Abcb9,0,0,227
Abcc1,0,0,0
Abcc10,0,0,0
Abcc12,0,0,0
Abcc2,0,0,0
