,GSM3690875_HC_G15_htseq,GSM3690877_HC_G17_htseq,GSM3690876_HC_G16_htseq
4930430D24Rik,0,0,0
4930430F08Rik,0,3,0
4930430F21Rik,0,0,0
4930430J02Rik,0,0,0
4930431F12Rik,102,144,20
4930431P03Rik,0,0,0
4930432J09Rik,0,0,0
4930432K09Rik,0,0,0
4930432K21Rik,0,0,0
4930432M17Rik,0,0,0
4930433B08Rik,0,0,0
4930433I11Rik,0,0,0
4930433N12Rik,0,0,0
4930434J06Rik,0,0,0
4930435E12Rik,0,0,0
4930438E09Rik,0,0,0
4930440C22Rik,0,0,0
4930441J16Rik,0,0,0
4930441O14Rik,85,0,0
4930442J19Rik,0,0,0
4930442L01Rik,0,0,0
4930443O20Rik,13,0,0
4930444A02Rik,102,0,5
4930444F02Rik,0,0,0
4930444G20Rik,0,0,0
4930444M15Rik,0,0,0
4930444P10Rik,0,0,0
4930447A16Rik,21,0,0
4930447C04Rik,0,0,0
4930447J18Rik,0,0,0
4930447K03Rik,0,0,0
4930447N08Rik,0,0,0
4930448C13Rik,0,0,0
4930448F12Rik,0,0,0
4930448H16Rik,0,0,0
4930448I06Rik,0,0,0
4930448I18Rik,0,0,0
4930448K20Rik,0,0,0
4930449E01Rik,0,0,0
4930449E18Rik,0,0,0
4930449I24Rik,0,0,0
4930451C15Rik,10,12,4
4930451G09Rik,0,0,0
4930451I11Rik,0,0,0
4930452A19Rik,0,0,0
4930452B06Rik,0,0,0
4930452G13Rik,0,0,0
4930452N14Rik,0,0,0
4930453H23Rik,0,0,0
4930453L07Rik,0,0,0
4930453N24Rik,0,1476,0
4930455B14Rik,0,0,0
4930455C13Rik,0,0,0
4930455D15Rik,0,0,0
4930455F16Rik,0,0,0
4930455F23Rik,1,1069,0
4930455H04Rik,0,0,0
4930455J16Rik,0,0,0
4930456L15Rik,0,0,0
4930459L07Rik,0,0,0
4930461G14Rik,0,0,0
4930465A12Rik,0,0,0
4930465K10Rik,0,0,0
4930465M20Rik,0,0,0
4930467D21Rik,0,0,0
4930467E23Rik,1,0,0
4930467K11Rik,0,0,0
4930468A15Rik,0,0,0
4930469G21Rik,2,0,60
4930470H14Rik,2494,1919,2781
4930470P17Rik,0,0,0
4930471C04Rik,0,0,0
4930471G03Rik,0,0,0
4930471I20Rik,0,0,0
4930471M09Rik,0,0,0
4930473A02Rik,0,0,0
4930473O22Rik,0,0,0
4930474G06Rik,23,0,0
4930474H20Rik,0,0,0
4930474M22Rik,0,0,0
4930474N05Rik,0,0,0
4930474N09Rik,0,0,0
4930478L05Rik,30,1,0
4930478P22Rik,0,0,0
4930479D17Rik,0,0,0
4930479M11Rik,0,0,0
4930480E11Rik,0,0,0
4930480G23Rik,0,0,0
4930480K15Rik,3,0,0
4930480M12Rik,0,0,0
4930481A15Rik,0,0,0
4930483J18Rik,0,0,0
4930483K19Rik,0,0,0
4930483O08Rik,0,0,0
4930486F22Rik,0,0,0
4930486I03Rik,0,0,0
4930486L24Rik,0,0,0
4930487D11Rik,0,0,0
4930487H11Rik,63,0,0
4930488B22Rik,0,0,0
4930488L21Rik,0,0,0
4930500F04Rik,0,0,0
4930500J02Rik,0,0,0
4930500L23Rik,0,0,0
4930502A04Rik,0,0,0
4930502E09Rik,0,0,27
4930502E18Rik,0,0,0
4930503B20Rik,0,0,0
4930503E14Rik,0,0,5
4930503E24Rik,0,0,0
4930503H13Rik,0,0,0
4930503L19Rik,0,0,0
4930503O07Rik,0,0,0
4930504O13Rik,0,0,0
4930505A04Rik,0,0,0
4930505G20Rik,0,0,0
4930506C21Rik,0,0,0
4930506M07Rik,79,5,0
4930507D05Rik,0,0,0
4930509E16Rik,0,0,0
4930509J09Rik,6,0,0
4930509K18Rik,0,0,0
4930511A02Rik,0,0,0
4930511E03Rik,0,0,0
4930511M06Rik,468,206,256
4930511M11Rik,0,0,0
4930512B01Rik,51,0,0
4930513D17Rik,0,0,0
4930513N10Rik,0,0,0
4930513O06Rik,0,0,0
4930515B02Rik,0,0,0
4930515G01Rik,0,0,0
4930515G16Rik,0,0,0
4930515L03Rik,0,0,0
4930515L19Rik,0,0,0
4930517E11Rik,0,0,0
4930518P08Rik,0,0,0
4930519D14Rik,0,0,0
4930519F09Rik,82,48,0
4930519F16Rik,0,0,0
4930519F24Rik,0,0,0
4930519G04Rik,83,49,50
4930519H02Rik,1,0,0
4930520O04Rik,0,0,0
4930520P13Rik,0,0,0
4930521E06Rik,0,0,0
4930522H14Rik,0,0,0
4930522O17Rik,0,0,0
4930523C07Rik,6,0,0
4930523O13Rik,0,0,0
4930524B15Rik,0,39,0
4930524C18Rik,0,0,0
4930524L23Rik,0,0,0
4930524N10Rik,0,0,0
4930524O05Rik,0,0,0
4930524O08Rik,0,0,0
4930525D18Rik,0,0,0
4930525G20Rik,0,0,0
4930525M21Rik,0,0,0
4930526D03Rik,0,0,0
4930526I15Rik,0,15,63
4930526L06Rik,2,0,0
4930527F14Rik,0,0,0
4930527G23Rik,0,0,0
4930528A17Rik,33,0,0
4930528D03Rik,1,53,57
4930528P14Rik,0,0,0
4930529C04Rik,0,0,17
4930529F24Rik,11,35,0
4930529K09Rik,0,0,0
4930529L06Rik,0,0,0
4930529M08Rik,0,1,3
4930533B01Rik,0,0,0
4930533P14Rik,0,0,0
4930538K18Rik,0,12,0
4930539C22Rik,0,0,0
4930539E08Rik,11,8,3
4930539J05Rik,3,0,0
4930539M17Rik,0,0,0
4930539N22Rik,0,0,0
4930540M03Rik,0,0,0
4930542C21Rik,0,0,0
4930542D17Rik,0,0,0
4930542H20Rik,0,0,0
4930543E12Rik,0,0,0
4930544D05Rik,0,0,0
4930544G11Rik,0,0,0
4930544M13Rik,0,0,0
4930545E07Rik,0,0,0
4930545H06Rik,0,0,0
4930545L23Rik,13,1,0
4930546C10Rik,0,0,0
4930546K05Rik,0,0,3
4930547C10Rik,0,0,0
4930547E08Rik,0,0,0
4930547E14Rik,0,0,0
4930548G14Rik,0,1,0
4930548H24Rik,0,0,0
4930548J01Rik,0,0,0
4930548K13Rik,0,0,0
4930549C01Rik,0,0,0
4930549G23Rik,0,0,0
4930550C14Rik,0,1,0
4930550L24Rik,0,0,0
4930552N02Rik,0,0,0
4930552P12Rik,0,0,0
4930553E22Rik,0,0,0
4930554C24Rik,0,0,0
4930555B11Rik,0,0,0
4930555G01Rik,0,0,0
4930556C24Rik,0,0,0
4930556G01Rik,0,0,0
4930556J02Rik,0,0,0
4930556M19Rik,56,47,29
4930556N09Rik,0,0,0
4930557A04Rik,0,0,0
4930557J02Rik,0,0,0
4930558C23Rik,0,0,0
4930558G05Rik,0,0,0
4930558J18Rik,0,0,0
4930558K02Rik,0,0,0
4930562C15Rik,0,0,0
4930562F07Rik,0,0,0
4930563D23Rik,0,0,0
4930563E18Rik,0,0,0
4930563E22Rik,5,0,0
4930563F08Rik,1,0,0
4930563M20Rik,2,0,0
4930564B18Rik,0,0,0
4930564C03Rik,0,0,0
4930564D02Rik,0,0,0
4930564G21Rik,0,0,0
4930564K09Rik,11,18,0
4930565D16Rik,0,0,0
4930565N06Rik,3,0,2
4930567H12Rik,0,0,0
4930567H17Rik,0,0,0
4930567J20Rik,0,0,0
4930567K20Rik,0,0,0
4930568D16Rik,0,0,0
4930568E12Rik,0,0,0
4930568G15Rik,0,0,0
4930568K20Rik,28,64,0
4930570G19Rik,21,2,27
4930571K23Rik,0,0,0
4930572K03Rik,0,0,0
4930572O03Rik,0,0,0
4930572O13Rik,0,0,0
4930573O16Rik,0,0,0
4930577N17Rik,0,0,0
4930578C19Rik,0,0,0
4930578E11Rik,13,24,6
4930578I06Rik,0,0,0
4930578M01Rik,0,0,0
4930578N18Rik,0,0,0
4930579F01Rik,0,0,0
4930579G18Rik,71,23,16
4930579G24Rik,15,11,10
4930579K19Rik,0,0,0
4930581F22Rik,0,0,0
4930583K01Rik,0,0,0
4930583P06Rik,0,0,0
4930584F24Rik,0,0,0
4930590J08Rik,0,0,0
4930590L20Rik,0,0,0
4930591A17Rik,0,0,0
4930592A05Rik,0,0,0
4930592I03Rik,0,0,0
4930593A02Rik,0,0,0
4930593C16Rik,0,0,0
4930594C11Rik,245,2,5
4930595M18Rik,0,0,0
4930596D02Rik,0,0,0
4930596M17Rik,0,0,0
4930597G03Rik,0,0,0
4930598F16Rik,0,0,0
4930599N23Rik,0,0,0
4931402G19Rik,6,12,13
4931403E22Rik,0,0,0
4931403G20Rik,0,3,0
4931406B18Rik,158,146,106
4931406C07Rik,0,78,0
4931406H21Rik,0,0,0
4931406P16Rik,78,0,7
4931408C20Rik,0,0,0
4931408D14Rik,116,0,0
4931409K22Rik,0,0,0
4931414P19Rik,4,0,0
4931417E11Rik,0,0,0
4931417G12Rik,0,0,0
4931419H13Rik,0,0,0
4931420L22Rik,0,0,8
4931423N10Rik,0,0,0
4931428F04Rik,0,0,0
4931428L18Rik,1,0,0
4931429I11Rik,0,0,203
4931429L15Rik,5,0,5
4931429P17Rik,0,0,0
4931430N09Rik,41,9,0
4931431B13Rik,0,0,0
4931431C16Rik,0,0,0
4931431F19Rik,0,0,0
4931440F15Rik,0,1,0
4931440J10Rik,0,0,0
4931440L10Rik,0,0,0
4931440P22Rik,0,0,0
4932411E22Rik,61,0,0
4932411N23Rik,2,5,0
4932412D23Rik,0,0,0
4932413F04Rik,0,25,0
4932414J04Rik,0,0,0
4932414N04Rik,32,0,5
4932415G12Rik,0,0,1
4932415M13Rik,0,13,0
4932416H05Rik,20,0,0
4932416K20Rik,0,0,0
4932418E24Rik,0,0,0
4932429P05Rik,0,0,0
4932435O22Rik,3,0,1
4932438A13Rik,238,353,10
4932438H23Rik,0,0,0
4932441J04Rik,0,0,0
4932443I19Rik,0,0,0
4932702P03Rik,0,0,0
4933400A11Rik,0,0,0
4933400B14Rik,0,0,0
4933400C23Rik,0,0,0
4933400F21Rik,29,1,1
4933400L20Rik,0,0,0
4933401B06Rik,0,469,0
4933401D09Rik,1,0,4
4933401H06Rik,0,0,0
4933401P06Rik,0,0,0
4933402C06Rik,0,0,0
4933402D24Rik,0,0,0
4933402E13Rik,0,0,0
4933402J07Rik,0,0,0
4933402J10Rik,0,0,0
4933402J15Rik,0,0,0
4933402N03Rik,0,0,0
4933402N22Rik,0,0,0
4933402P03Rik,0,0,0
4933403G14Rik,0,0,0
4933403O08Rik,0,0,0
4933404G15Rik,0,0,0
4933404K08Rik,2,0,0
4933404O12Rik,30,9,7
4933405D12Rik,8,5,2
4933405E24Rik,0,0,0
4933405L10Rik,0,0,0
4933405O20Rik,0,0,0
4933406C10Rik,0,0,0
4933406D12Rik,0,0,0
4933406F09Rik,0,0,0
4933406G16Rik,0,0,0
4933406I18Rik,75,0,0
4933406J08Rik,17,0,0
4933406J10Rik,0,0,0
4933406K04Rik,0,0,0
4933406M09Rik,0,0,0
4933407E24Rik,0,0,0
4933407G14Rik,0,41,0
4933407I05Rik,0,0,0
4933407K13Rik,5,0,0
4933407L21Rik,0,0,0
4933408B17Rik,0,0,0
4933408J17Rik,0,0,0
4933408N05Rik,2,10,9
4933409G03Rik,0,0,0
4933409K07Rik,1,2,0
4933411E08Rik,0,0,0
4933411G06Rik,0,0,0
4933411G11Rik,0,0,0
4933411K16Rik,0,0,0
4933411K20Rik,1,1313,0
4933412E12Rik,0,0,0
4933412E24Rik,0,0,0
4933412O06Rik,0,0,0
4933413G19Rik,0,0,0
4933413J09Rik,0,0,0
4933413L06Rik,82,0,0
4933415F23Rik,0,0,0
4933416C03Rik,0,0,0
4933416E03Rik,0,0,0
4933416I08Rik,0,0,0
4933416M06Rik,0,0,0
4933416M07Rik,0,0,0
4933417A18Rik,0,0,0
4933417D19Rik,0,0,0
4933417E11Rik,0,0,0
4933417G07Rik,0,0,0
4933417O13Rik,0,0,0
4933421I07Rik,0,0,0
4933421O10Rik,138,92,98
4933422A05Rik,0,0,0
4933422H20Rik,0,0,0
4933424G05Rik,0,0,0
4933424G06Rik,0,0,0
4933425B07Rik,0,0,0
4933425H06Rik,0,0,0
4933425L06Rik,0,0,0
4933426D04Rik,22,0,0
4933426M11Rik,25,3,139
4933427D06Rik,2,0,0
4933427D14Rik,3,561,0
4933427E11Rik,0,0,0
4933427E13Rik,0,0,0
4933427G17Rik,0,0,0
4933427I22Rik,0,0,0
4933428C19Rik,0,0,0
4933429K18Rik,0,0,0
4933429O19Rik,0,0,0
4933430H16Rik,0,0,0
4933430I17Rik,0,0,0
4933430M04Rik,0,0,0
4933430N04Rik,0,0,0
4933431E20Rik,745,5,4
4933431G14Rik,0,0,0
4933432G23Rik,0,0,0
4933432I03Rik,0,0,0
4933432I09Rik,0,0,0
4933433C11Rik,0,0,0
4933433F19Rik,0,0,0
4933433G15Rik,0,0,0
4933433G19Rik,0,0,0
4933433H22Rik,0,0,0
4933434E20Rik,521,38,0
4933434I20Rik,0,0,0
4933436C20Rik,0,0,0
4933436E23Rik,0,0,0
4933436H12Rik,0,0,0
4933436I01Rik,0,0,0
4933438B17Rik,0,0,0
4933438K21Rik,0,0,74
4933439C10Rik,0,0,0
4933439K11Rik,0,0,0
4933440J02Rik,0,0,0
4933440M02Rik,0,0,0
5031410I06Rik,0,0,0
5031414D18Rik,0,0,0
5031425E22Rik,5,0,0
5031425F14Rik,0,0,0
5031426D15Rik,682,165,23
5031434C07Rik,0,0,0
5031434O11Rik,0,0,0
5031439G07Rik,1,50,0
5033403H07Rik,0,0,0
5033404E19Rik,0,0,0
5033406O09Rik,11,258,2
5033411D12Rik,0,0,0
5330411J11Rik,0,0,0
5330413P13Rik,0,0,0
5330417C22Rik,35,0,34
5330426P16Rik,0,21,0
5330434G04Rik,1169,50,22
5330439B14Rik,0,0,0
5430401F13Rik,0,0,0
5430402E10Rik,0,0,0
5430402O13Rik,0,0,0
5430403N17Rik,0,0,0
5430405H02Rik,18,48,15
5430416N02Rik,0,0,3
5430416O09Rik,6,4,2
5430417L22Rik,259,0,0
5430419D17Rik,0,0,0
5430421F17Rik,1,1,0
5430421N21Rik,0,0,0
5430425J12Rik,0,0,0
5430427M07Rik,0,0,0
5430427O19Rik,0,0,0
5430428K19Rik,0,0,0
5430434I15Rik,0,0,0
5430435G22Rik,1,0,0
5430437J10Rik,0,0,3
5430440P10Rik,5,6,12
5530400C23Rik,0,0,0
5530401A14Rik,0,0,0
5530601H04Rik,32,355,15
5730403I07Rik,1,0,0
5730405O15Rik,14,0,0
5730408K05Rik,179,13,0
5730409E04Rik,164,335,52
5730412P04Rik,0,0,0
5730416F02Rik,0,0,0
5730420D15Rik,0,56,0
5730422E09Rik,2,0,0
5730435O14Rik,0,0,0
5730455P16Rik,294,558,160
5730457N03Rik,0,0,0
5730460C07Rik,0,0,0
5730480H06Rik,0,19,70
5730488B01Rik,0,0,0
5730507C01Rik,46,4,8
5730508B09Rik,0,0,0
5730522E02Rik,1,0,0
5730559C18Rik,0,0,0
5730577I03Rik,56,35,59
5830403L16Rik,0,0,0
5830403M04Rik,0,0,0
5830411N06Rik,0,0,0
5830415F09Rik,0,0,0
5830416I19Rik,0,0,1
5830416P10Rik,56,35,45
5830417I10Rik,253,121,140
5830418K08Rik,35,32,4
5830418P13Rik,0,0,0
5830428M24Rik,0,0,0
5830432E09Rik,0,0,0
5830454E08Rik,0,0,0
5830473C10Rik,0,0,0
5930403L14Rik,84,6,3
5930412G12Rik,0,0,0
5930438M14Rik,0,0,0
6030407O03Rik,0,0,0
6030408B16Rik,3,0,4
6030419C18Rik,93,0,63
6030440G07Rik,47,12,18
6030458C11Rik,57,24,15
6030466F02Rik,0,0,0
6030468B19Rik,0,0,0
6030498E09Rik,0,0,0
6230400D17Rik,0,1,0
6330403A02Rik,72,8,29
6330403K07Rik,767,1106,0
6330403M23Rik,313,71,1
6330407A03Rik,0,0,0
6330408A02Rik,3,0,0
6330409D20Rik,0,0,0
6330410L21Rik,0,0,2
6330415B21Rik,116,5,4
6330416G13Rik,29,0,0
6330418K02Rik,0,0,0
6330549D23Rik,0,0,0
6430411K18Rik,0,0,0
6430531B16Rik,0,0,0
6430548M08Rik,242,76,30
6430550D23Rik,13,10,3
6430562O15Rik,0,0,0
6430571L13Rik,0,0,0
6430573F11Rik,0,0,0
6430584L05Rik,2,0,0
6430706D22Rik,0,0,0
6530402F18Rik,0,0,0
6530411M01Rik,0,0,0
6720401G13Rik,240,835,0
6720456H20Rik,538,0,0
6720468P15Rik,0,0,0
6720483E21Rik,0,0,0
6720489N17Rik,0,0,0
6820408C15Rik,94,0,0
6820431F20Rik,603,2511,921
7420426K07Rik,0,0,0
7420461P10Rik,0,0,0
7420700N18Rik,0,0,0
7420701I03Rik,0,0,0
7530416G11Rik,103,77,76
7530420F21Rik,0,0,0
7630403G23Rik,0,0,0
8030411F24Rik,0,0,0
8030423F21Rik,21,3,7
8030423J24Rik,0,0,0
8030442B05Rik,0,0,0
8030443G20Rik,0,0,0
8030462N17Rik,4,0,0
8430403D17Rik,3,32,0
8430408G22Rik,0,0,0
8430410A17Rik,5,30,0
8430419L09Rik,690,976,0
8430422H06Rik,0,0,0
8430423G03Rik,0,0,0
8430427H17Rik,0,0,4
8430429K09Rik,109,0,0
8430431K14Rik,3,25,7
8430436N08Rik,0,0,0
8430437L04Rik,0,0,0
9030025P20Rik,14,1,0
9030204H09Rik,0,0,0
9030404E10Rik,0,0,0
9030612E09Rik,0,1,0
9030617O03Rik,64,0,0
9030619P08Rik,0,0,0
9030624G23Rik,55,184,0
9030624J02Rik,14,57,32
9130008F23Rik,0,0,0
9130011E15Rik,12,224,0
9130015A21Rik,0,0,0
9130015L21Rik,0,0,0
9130017N09Rik,0,0,0
9130019O22Rik,0,0,0
9130019P16Rik,0,0,0
9130023H24Rik,0,387,131
9130024F11Rik,0,0,0
9130204L05Rik,0,0,0
9130206I24Rik,0,0,24
9130209A04Rik,0,0,0
9130221F21Rik,18,9,28
9130221H12Rik,0,0,0
9130227L01Rik,0,0,0
9130230L23Rik,0,0,0
9130401M01Rik,0,47,0
9130409I23Rik,0,0,0
9230009I02Rik,0,0,0
9230102K24Rik,0,0,0
9230102O04Rik,0,0,0
9230104L09Rik,0,0,0
9230105E05Rik,2,2,7
9230110C19Rik,0,0,0
9230110F15Rik,0,0,0
9230112D13Rik,0,0,0
9230112J17Rik,0,0,0
9230114K14Rik,24,3,1
9230115E21Rik,0,11,0
9230116N13Rik,0,0,0
9330020H09Rik,188,1,509
9330111N05Rik,0,0,0
9330117O12Rik,0,0,0
9330133O14Rik,0,0,1
9330151L19Rik,52,0,0
9330158H04Rik,38,20,22
9330159F19Rik,156,1630,40
9330159M07Rik,435,30,31
9330162B11Rik,0,0,0
9330175E14Rik,0,0,0
9330175M20Rik,0,0,0
9330178D15Rik,0,0,0
9330179D12Rik,0,0,0
9330182L06Rik,39,6,4
9330182O14Rik,0,0,0
9430007A20Rik,0,0,0
9430008C03Rik,105,6,0
9430014N10Rik,0,0,0
9430015G10Rik,0,0,0
9430016H08Rik,197,0,0
9430018G01Rik,9,0,4
9430019J16Rik,0,0,0
9430020K01Rik,9,2,0
9430021M05Rik,0,0,0
9430023L20Rik,32,1733,569
9430037G07Rik,46,10,3
9430038I01Rik,0,0,0
9430041J12Rik,0,0,0
9430060I03Rik,204,0,0
9430069I07Rik,0,0,0
9430076C15Rik,2,1,5
9430076G02Rik,0,0,0
9430083A17Rik,20,6,4
9430091E24Rik,3,0,0
9530002B09Rik,0,63,0
9530003J23Rik,0,0,0
9530026F06Rik,1,0,0
9530026P05Rik,0,0,0
9530027J09Rik,1,0,0
9530036O11Rik,3,12,3
9530048J24Rik,0,0,0
9530051G07Rik,4,21,0
9530052E02Rik,3,3,2
9530053A07Rik,0,0,1
9530059O14Rik,44,0,0
9530068E07Rik,130,170,2
9530077C05Rik,1,0,0
9530080O11Rik,0,0,0
9530082P21Rik,21,943,0
9530091C08Rik,39,15,46
9630013A20Rik,8,4,0
9630028B13Rik,4,1,2
9630028H03Rik,0,0,0
9630033F20Rik,32,130,1
9830001H06Rik,15,9,133
9830107B12Rik,1,0,0
9830132P13Rik,35,23,23
9830147E19Rik,19,0,6
9830166K06Rik,0,0,0
9930012K11Rik,0,0,0
9930013L23Rik,0,1,0
9930014A18Rik,0,0,0
9930021J03Rik,59,142,0
9930104L06Rik,8,422,4
9930111J21Rik1,49,6,11
9930111J21Rik2,0,0,0
A030009H04Rik,144,189,368
A130010J15Rik,76,81,64
A130049A11Rik,0,0,0
A130077B15Rik,1910,922,1549
A1bg,0,0,0
A1cf,0,0,186
A230001M10Rik,0,51,0
A230020J21Rik,0,0,0
A230028O05Rik,3,0,1
A230046K03Rik,110,105,94
A230050P20Rik,144,32,9
A230056J06Rik,0,0,0
A230056P14Rik,37,0,0
A230057D06Rik,121,0,0
A230065H16Rik,0,0,0
A230070E04Rik,7,161,9
A230072C01Rik,173,30,65
A230072E10Rik,4,18,4
A230073K19Rik,180,184,3
A230077H06Rik,36,0,0
A230108P19Rik,0,0,0
A2m,3,0,0
A330009N23Rik,77,78,0
A330021E22Rik,2,0,0
A330023F24Rik,670,128,0
A330032B11Rik,201,82,72
A330035P11Rik,9,10,1
A330040F15Rik,0,0,0
A330041J22Rik,0,0,0
A330048O09Rik,0,0,0
A330049N07Rik,0,0,0
A330050B17Rik,1,2,0
A330050F15Rik,20,0,3
A330069E16Rik,824,448,637
A330070K13Rik,0,0,0
A330076C08Rik,0,0,0
A330076H08Rik,235,0,0
A330093E20Rik,0,0,0
A330102I10Rik,10,0,0
A3galt2,15,0,0
A430005L14Rik,118,1,0
A430033K04Rik,14,34,83
A430035B10Rik,0,0,0
A430071A18Rik,0,0,0
A430078G23Rik,181,30,24
A430088P11Rik,10,2,1
A430089I19Rik,0,0,0
A430090L17Rik,0,0,0
A430092G05Rik,1,4,0
A430093F15Rik,0,0,0
A430105I19Rik,9,0,0
A430107P09Rik,110,36,58
A4galt,3,0,0
A4gnt,0,0,0
A530006G24Rik,0,0,0
A530013C23Rik,0,0,0
A530016L24Rik,0,0,0
A530032D15Rik,0,0,5
A530046M15Rik,0,7,0
A530050N04Rik,0,0,0
A530053G22Rik,0,0,0
A530054K11Rik,30,11,39
A530058N18Rik,0,0,0
A530064D06Rik,1,0,1
A530065N20Rik,1,0,3
A530072M11Rik,0,0,48
A530088E08Rik,0,0,1
A530099J19Rik,0,0,0
A630001G21Rik,0,0,0
A630007B06Rik,66,457,45
A630010A05Rik,0,0,0
A630012P03Rik,50,0,0
A630019I02Rik,0,0,0
A630020A06,7,5,5
A630023A22Rik,0,0,0
A630033H20Rik,18,81,21
A630066F11Rik,0,0,0
A630072M18Rik,80,110,100
A630073D07Rik,0,0,0
A630075F10Rik,22,9,5
A630076J17Rik,0,0,0
A630077J23Rik,0,0,0
A630089N07Rik,2837,3079,4735
A630095E13Rik,1,0,0
A630095N17Rik,0,0,0
A730008H23Rik,0,0,0
A730017C20Rik,180,375,468
A730017L22Rik,428,231,251
A730018C14Rik,0,0,0
A730020E08Rik,22,71,11
A730020M07Rik,0,0,0
A730036I17Rik,0,0,0
A730043L09Rik,0,0,0
A730046J19Rik,0,0,0
A730056A06Rik,0,0,0
A730082K24Rik,6,0,2
A730085A09Rik,0,0,0
A730085K08Rik,0,0,0
A730090H04Rik,0,0,0
A730090N16Rik,0,0,0
A730098P11Rik,6,6,1
A830009L08Rik,1,21,0
A830010M20Rik,8,2053,200
A830018L16Rik,59,949,10
A830019L24Rik,0,0,0
A830052D11Rik,1,0,0
A830080D01Rik,0,87,35
A830082K12Rik,39,28,3
A830082N09Rik,72,35,39
A930001A20Rik,0,0,0
A930001C03Rik,0,0,0
A930003A15Rik,0,0,0
A930003O13Rik,11,7,7
A930004D18Rik,0,0,0
A930005H10Rik,53,0,0
A930006I01Rik,0,0,0
A930006K02Rik,0,0,0
A930007I19Rik,1,0,0
A930009A15Rik,0,0,0
A930011G23Rik,0,0,0
A930011O12Rik,266,15,507
A930012L18Rik,2,0,0
A930013F10Rik,645,66,24
A930015D03Rik,1,14,0
A930016O22Rik,21,11,17
A930017M01Rik,0,0,101
A930018P22Rik,0,0,0
A930019D19Rik,0,0,0
A930024E05Rik,0,0,0
A930041C12Rik,0,0,0
AA387883,0,0,0
AA388235,68,33,25
AA414768,0,0,0
AA415398,0,0,0
AA465934,0,18,0
AA467197,0,0,0
AA474331,0,0,0
AA536875,10,9,1
AA543186,0,1,0
AA545190,0,0,0
AA619741,0,0,0
AA792892,0,3,0
AA986860,0,0,0
AA987161,7,0,0
AB099516,0,0,0
AB124611,0,0,0
AF067061,0,0,0
AF067063,0,0,0
AF251705,198,0,0
AF357355,0,0,0
AF357359,0,8,0
AF357399,0,0,0
AF357425,120,1,0
AF357426,0,0,0
AF366264,17,0,0
AF529169,1,0,0
AI115009,0,0,0
AI118078,0,0,0
AI182371,0,0,0
AI197445,13,2,3
AI314180,14,345,10
AI314831,0,0,0
AI316807,5,378,130
AI317395,0,14,0
AI413582,387,164,0
AI414108,526,11,0
AI427809,0,0,0
AI429214,0,0,0
AI450353,35,5,2
AI462493,0,2,0
AI463170,0,0,0
AI464131,16,0,27
AI467606,0,0,0
AI480653,2,0,1
AI504432,38,45,0
AI506816,9,3,21
AI507597,0,0,0
AI593442,269,1731,108
AI597468,37,49,263
AI597479,1,47,14
AI606473,22,0,0
AI607873,0,0,0
AI646519,0,0,0
AI661453,58,0,0
AI662270,0,0,0
AI747448,0,0,0
AI836003,5,0,2
AI837181,4,0,36
AI846148,0,1,53
AI847159,0,0,0
AI848285,0,0,0
AI854517,0,647,0
AI854703,5,283,8
AI987944,85,13,9
AK010878,37,412,12
AK129341,2,0,1
AU015228,0,0,0
AU015836,0,0,0
AU016765,0,0,0
AU018091,4,0,0
AU018829,0,0,0
AU019823,0,16,8
AU019990,0,0,0
AU021063,0,0,0
AU021092,0,0,0
AU022252,59,0,0
AU022751,0,0,0
AU022754,0,0,0
AU022793,0,0,0
AU023762,81,23,24
AU023871,0,0,0
AU040320,41,136,3
AU040972,27,0,4
AU041133,15,0,0
AV039307,1,0,0
AV051173,0,0,0
AV320801,0,0,0
AW011738,0,0,0
AW046200,0,0,0
AW112010,0,0,0
AW146154,0,1,0
AW209491,0,31,264
AW495222,0,0,1
AW549542,3,0,0
AW549877,18,183,183
AW551984,11,330,0
AW554918,14,0,0
AY074887,38,27,5
AY358078,3,0,0
AY512915,0,0,0
AY512931,44,21,9
AY761184,0,0,0
AY761185,0,0,0
Aaas,7,0,0
Aacs,0,0,41
Aadac,0,0,0
Aadacl2,0,0,0
Aadacl3,0,0,0
Aadat,0,0,0
Aaed1,183,0,0
Aagab,84,150,65
Aak1,865,827,341
Aamdc,195,422,15
Aamp,524,1126,74
Aanat,0,0,0
Aar2,257,713,22
Aard,0,0,0
Aars,430,856,124
Aars2,421,0,1
Aarsd1,149,2178,49
Aasdh,0,0,0
Aasdhppt,14,7,89
Aass,17,0,0
Aatf,125,0,0
Aatk,175,104,11
Abat,40,474,20
Abca1,119,0,1
Abca12,1,0,0
Abca13,0,0,0
Abca14,0,0,0
Abca15,0,0,0
Abca16,0,0,0
Abca17,0,1,0
Abca2,107,2,21
Abca3,3,266,0
Abca4,0,0,0
Abca5,179,114,21
Abca6,5,3,2
Abca7,0,0,0
Abca8a,8,11,0
Abca8b,1,9,3
Abca9,0,0,0
Abcb10,0,0,0
Abcb11,0,0,0
Abcb1a,41,0,59
Abcb1b,0,0,0
Abcb4,0,4,0
Abcb5,0,25,0
Abcb6,74,0,0
Abcb7,187,44,2
Abcb8,4,862,0
Abcb9,0,294,570
Abcc1,4,0,0
Abcc10,11,0,202
Abcc12,0,0,14
Abcc2,0,0,0
Abcc3,9,0,0
Abcc4,46,22,0
Abcc5,639,127,10
Abcc6,0,0,9
Abcc8,0,0,0
Abcc9,29,13,0
