,GSM3690881_NS_G18_htseq,GSM3690883_NS_G20_htseq,GSM3690882_NS_G19_htseq,GSM3690884_NS_G21_htseq
Bdkrb1,0,0,0,0
Bdkrb2,0,0,0,0
Bdnf,2173,1922,687,1658
Bdp1,255,427,32,58
Bean1,0,0,0,0
Becn1,113,3,53,0
Begain,74,116,89,13
Bend3,0,0,0,0
Bend4,36,9,11,3
Bend5,0,10,0,20
Bend6,87,5,22,23
Bend7,11,0,0,0
Best1,0,0,0,0
Best2,0,0,0,0
Best3,176,0,0,1
Bet1,0,0,13,0
Bet1l,35,97,92,395
Bet3l,0,0,0,0
Beta-s,0,0,22,0
Bex1,168,202,168,792
Bex2,2356,1153,456,1223
Bex4,0,2,16,303
Bex6,0,0,0,0
Bfar,195,8,303,19
Bfsp1,0,0,0,0
Bfsp2,0,5,0,0
Bglap,0,0,0,0
Bglap2,0,0,0,0
Bglap3,0,0,4,0
Bgn,28,6,24,2
Bhlha15,9,5,7,8
Bhlha9,6,0,0,0
Bhlhb9,35,20,16,277
Bhlhe22,31,290,32,19
Bhlhe23,0,0,0,0
Bhlhe40,0,18,34,34
Bhlhe41,2404,280,118,398
Bhmt,0,0,0,0
Bhmt2,0,0,0,0
Bicc1,45,0,1,0
Bicd1,1985,56,1,58
Bicd2,577,124,418,4
Bid,0,0,0,62
Bik,0,0,0,0
Bin1,1081,1137,507,958
Bin2,8,4,10,4
Bin3,0,0,0,4
Birc2,26,1119,7,35
Birc3,0,0,0,0
Birc5,34,33,50,23
Birc6,694,1385,381,1569
Birc7,0,0,0,0
Bivm,65,0,1,0
Blcap,918,53,339,3
Blk,0,0,0,0
Blm,0,0,5,0
Blmh,140,723,21,230
Blnk,1173,0,0,0
Bloc1s1,142,21,261,186
Bloc1s2a,332,50,74,16
Bloc1s3,108,65,90,50
Bloc1s4,0,200,224,200
Bloc1s5,94,0,1,160
Bloc1s6,55,18,41,13
Blvra,230,0,2,89
Blvrb,591,259,49,291
Blzf1,2,426,92,3
Bmf,0,0,0,0
Bmi1,0,14,2,0
Bmp1,9,1123,0,0
Bmp10,0,0,0,0
Bmp15,0,0,0,0
Bmp2,3,0,0,0
Bmp2k,0,42,20,1
Bmp3,8,4,14,4
Bmp4,4,1,0,1
Bmp5,0,0,2,0
Bmp6,0,0,0,0
Bmp7,0,0,0,0
Bmp8a,0,0,0,0
Bmp8b,3,4,5,1
Bmper,1,1,0,0
Bmpr1a,8,62,95,132
Bmpr1b,0,0,0,33
Bmpr2,23,83,12,2
Bms1,588,35,62,75
Bmx,0,0,0,3
Bmyc,183,0,0,2
Bnc1,0,0,0,0
Bnc2,0,0,0,0
Bnip1,275,0,4,127
Bnip2,3,20,0,5
Bnip3,365,609,29,73
Bnip3l,84,253,90,18
Bnipl,0,0,0,0
Boc,0,0,284,0
Bod1,285,18,19,1
Bod1l,348,443,359,997
Bok,366,4,0,0
Bola1,0,0,0,91
Bola2,111,183,95,302
Bola3,131,259,119,0
Boll,0,0,0,0
Bop1,364,158,95,1
Bora,0,0,0,0
Bpgm,34,4,4,63
Bphl,1,10,0,10
Bpi,0,0,0,0
Bpifa1,0,0,0,0
Bpifa2,0,0,0,0
Bpifa3,0,0,0,0
Bpifa5,0,0,0,0
Bpifa6,0,0,0,0
Bpifb1,0,0,0,0
Bpifb2,0,0,0,0
Bpifb3,0,0,0,0
Bpifb4,0,0,0,0
Bpifb5,0,0,0,0
Bpifb6,0,0,0,0
Bpifb9a,0,0,0,0
Bpifb9b,0,0,0,0
Bpifc,1,2,0,3
Bpnt1,5,22,3,423
Bptf,1183,455,472,569
Braf,1000,1902,349,272
Brap,360,113,6,155
Brat1,0,0,0,0
Brca1,0,0,0,3
Brca2,0,0,0,84
Brcc3,430,158,344,229
Brd1,5,81,63,194
Brd2,49,619,195,505
Brd3,878,465,179,6
Brd4,569,404,166,174
Brd7,18,32,37,35
Brd8,299,299,638,118
Brd9,46,366,145,62
Brdt,17,686,19,12
Bre,473,419,42,4
Brf1,252,196,15,0
Brf2,300,0,16,1
Bri3,135,265,49,361
Bri3bp,191,284,400,304
Bricd5,0,0,0,0
Brip1,313,216,165,131
Brix1,814,583,17,256
Brk1,367,271,440,1694
Brms1,0,0,2,0
Brms1l,620,176,16,11
Brox,593,134,7,0
Brpf1,37,211,0,0
Brpf3,0,84,14,118
Brs3,0,0,0,0
Brsk1,15,142,154,76
Brsk2,460,94,16,112
Brwd1,495,163,103,135
Brwd3,134,27,20,55
Bscl2,60,978,7,704
Bsdc1,1,0,51,15
Bsg,1606,616,1391,1349
Bsn,2127,1456,357,2933
Bsnd,0,0,0,0
Bsph1,0,0,0,0
Bsph2,0,0,0,0
Bspry,0,0,0,0
Bst1,0,0,0,0
Bst2,0,0,0,0
Bsx,0,0,0,0
Btaf1,442,1042,28,183
Btbd1,683,195,7,320
Btbd10,782,17,1,2
Btbd11,15,0,20,0
Btbd16,56,76,43,1
Btbd17,0,278,33,0
Btbd19,76,50,89,63
Btbd2,19,0,15,7
Btbd3,844,924,692,355
Btbd6,544,7,237,35
Btbd7,90,1,31,29
Btbd8,0,0,0,0
Btbd9,649,1228,9,651
Btc,4,5,0,0
Btd,41,0,0,0
Btf3,137,36,132,141
Btf3l4,33,449,237,274
Btg1,159,130,307,76
Btg2,659,0,8,105
Btg3,0,0,0,0
Btg4,0,0,0,0
Btk,0,0,0,0
Btla,0,0,0,0
Btn1a1,1,0,0,0
Btn2a2,36,0,0,0
Btnl1,0,0,0,0
Btnl10,0,0,0,0
Btnl2,0,0,0,0
Btnl4,0,0,0,0
Btnl5,0,0,0,0
Btnl6,0,0,0,0
Btnl9,0,0,0,0
Btrc,35,62,136,13
Bub1,0,0,0,0
Bub1b,0,0,0,0
Bub3,698,130,135,808
Bud13,0,0,0,0
Bud31,131,73,0,35
Bves,0,0,0,0
Bysl,200,1,1,0
Bzrap1,881,557,437,2
Bzw1,574,35,62,86
Bzw2,239,23,58,20
C030006K11Rik,0,0,4,0
C030007H22Rik,0,0,0,0
C030013G03Rik,8,0,0,0
C030016D13Rik,3,0,0,0
C030018K13Rik,0,0,0,0
C030023E24Rik,5,3,4,0
C030030A07Rik,0,0,28,0
C030034I22Rik,0,74,0,0
C030034L19Rik,49,77,74,53
C030037D09Rik,0,0,0,1
C030039L03Rik,259,46,16,15
C030046E11Rik,80,0,10,17
C130021I20Rik,0,0,0,0
C130026I21Rik,2,0,0,0
C130026L21Rik,0,0,0,0
C130030K03Rik,1,0,61,0
C130036L24Rik,18,0,0,0
C130050O18Rik,0,0,0,0
C130060C02Rik,0,0,0,0
C130060K24Rik,0,0,0,0
C130071C03Rik,195,18,53,0
C130074G19Rik,0,0,0,0
C130079G13Rik,0,0,2,1
C130080G10Rik,0,0,0,3
C130083M11Rik,0,2,1,0
C1d,39,6,472,844
C1galt1,0,0,0,0
C1galt1c1,16,279,4,0
C1qa,148,989,204,484
C1qb,310,632,0,1754
C1qbp,281,162,506,518
C1qc,5,1115,37,393
C1ql1,0,20,7,0
C1ql2,432,920,25,284
C1ql3,386,125,158,7
C1ql4,0,0,0,0
C1qtnf1,0,0,0,0
C1qtnf2,0,0,0,0
C1qtnf3,0,0,0,0
C1qtnf4,36,552,73,183
C1qtnf5,0,0,0,0
C1qtnf6,0,0,0,0
C1qtnf7,0,0,0,0
C1qtnf9,0,0,0,0
C1ra,0,0,0,0
C1rb,0,0,0,0
C1rl,0,10,11,1
C1s,0,0,0,0
C2,0,0,0,0
C230004F18Rik,237,0,0,0
C230024C17Rik,1,0,0,0
C230035I16Rik,0,0,0,0
C230052I12Rik,0,1,0,0
C230079O03Rik,0,0,0,0
C230081A13Rik,95,30,38,22
C230091D08Rik,380,53,222,112
C2cd2,47,46,37,10
C2cd2l,1307,382,366,51
C2cd3,18,0,23,1
C2cd4a,0,0,35,0
C2cd4b,1,101,0,211
C2cd4c,6,5,0,0
C2cd4d,0,0,0,0
C2cd5,392,92,482,0
C3,0,0,0,0
C330005M16Rik,78,0,0,0
C330006A16Rik,571,19,296,227
C330007P06Rik,0,314,65,216
C330008G21Rik,0,0,0,0
C330011F03Rik,11,6,2,4
C330013E15Rik,0,0,0,3
C330013F16Rik,0,0,0,0
C330018D20Rik,7,0,8,600
C330021F23Rik,1,0,0,0
C330022C24Rik,0,0,0,0
C330024C12Rik,0,0,0,0
C330024D21Rik,174,27,44,3
C330027C09Rik,0,0,38,5
C330046G13Rik,0,0,0,0
C3ar1,4,10,10,5
C430002E04Rik,9,0,6,0
C430049B03Rik,0,0,0,0
C4a,0,0,0,0
C4b,8,0,19,85
C4bp,0,0,0,0
C4bp-ps1,0,5,0,0
C530005A16Rik,0,0,0,0
C530008M17Rik,15,0,43,29
C530044C16Rik,0,0,0,0
C5ar1,0,0,0,0
C5ar2,4,4,93,13
C6,0,0,0,0
C630020P19Rik,49,3,8,1
C630028M04Rik,0,1,0,0
C630031E19Rik,0,69,0,0
C630043F03Rik,0,0,27,0
C7,0,0,0,0
C730002L08Rik,0,0,0,0
C730027H18Rik,0,0,0,0
C730036E19Rik,0,0,0,16
C77080,0,0,0,100
C77370,178,420,147,35
C78339,0,0,0,0
C86187,0,0,0,0
C86695,0,0,0,0
C87198,1,2,1,0
C87414,0,0,0,0
C87436,1,0,0,0
C87499,0,0,0,0
C87977,0,0,0,0
C8a,0,0,0,0
C8b,0,0,0,0
C8g,0,0,0,0
C9,0,0,0,0
C920006O11Rik,0,60,0,0
C920009B18Rik,0,0,1,0
C920021L13Rik,1,0,1,2
C920025E04Rik,0,0,0,0
CK137956,7,13,7,22
Caap1,84,0,38,0
Cab39,1404,12,657,1036
Cab39l,52,0,12,15
Cabin1,395,73,1,47
Cables1,0,0,0,0
Cables2,1,0,166,0
Cabp1,47,1,3,0
Cabp2,0,0,0,0
Cabp4,126,0,0,0
Cabp5,15,8,17,7
Cabp7,0,103,0,0
Cabs1,0,0,0,0
Cabyr,0,0,1,0
Cacfd1,696,432,1,33
Cachd1,42,70,102,16
Cacna1a,126,82,294,10
Cacna1b,371,13,3,0
Cacna1c,484,123,124,462
Cacna1d,18,146,125,20
Cacna1e,955,2183,942,2654
Cacna1f,0,0,0,0
Cacna1g,1,11,33,18
Cacna1h,14,48,0,0
Cacna1i,21,0,7,0
Cacna1s,0,0,0,1
Cacna2d1,380,287,698,228
Cacna2d2,12,2,51,205
Cacna2d3,1,0,2,1
Cacna2d4,0,0,47,0
Cacnb1,25,261,0,0
Cacnb2,0,209,11,0
Cacnb3,8,715,87,0
Cacnb4,571,1390,799,2042
Cacng1,0,0,0,0
Cacng2,106,16,159,106
Cacng3,33,202,358,393
Cacng4,1,0,34,0
Cacng5,0,0,0,0
Cacng6,0,0,0,0
Cacng7,0,0,0,0
Cacng8,2,46,0,0
Cactin,0,0,0,25
Cacul1,0,630,46,155
Cacybp,517,451,15,1723
Cad,0,0,0,0
Cadm1,623,642,544,636
Cadm2,1255,283,1222,1804
Cadm3,717,335,620,930
Cadm4,16,9,48,6
Cadps,444,284,484,160
Cadps2,0,11,27,5
Cage1,0,6,0,0
Calb1,129,17,427,38
Calb2,24,3,89,0
Calca,0,0,0,0
Calcb,0,0,0,0
Calcoco1,275,17,16,20
Calcoco2,3,3,1,0
Calcr,0,0,0,0
Calcrl,1,2,1,1
Cald1,296,23,56,106
Calhm1,0,0,0,0
Calhm2,0,0,0,0
Calm1,14165,7272,3903,11437
Calm2,12843,8562,1866,13592
Calm3,1959,732,790,1592
Calm4,0,0,0,0
Calm5,0,0,0,0
Calml3,0,0,0,0
Calml4,0,0,0,6
Caln1,123,636,74,101
Calr,1935,1328,693,2073
Calr3,0,0,0,0
Calr4,0,0,0,0
Calu,45,3,527,327
Caly,849,700,370,46
Camk1,189,0,15,0
Camk1d,580,547,335,356
Camk1g,0,0,28,0
Camk2a,6988,4147,1529,1544
Camk2b,1299,5357,1369,1128
Camk2d,269,30,335,71
Camk2g,387,842,160,780
Camk2n1,2119,2325,2279,1275
Camk2n2,50,0,184,8
Camk4,308,161,247,159
Camkk1,2403,1128,184,1037
Camkk2,49,552,229,6
Camkmt,0,0,2,13
Camkv,381,2015,48,21
Caml,809,0,8,70
Camp,0,0,0,0
Camsap1,1461,106,88,325
Camsap2,264,176,54,85
Camsap3,2,0,93,0
Camta1,1665,540,1422,1068
Camta2,69,735,117,46
Cand1,84,349,80,61
Cand2,74,58,59,64
Cant1,93,33,33,0
Canx,4386,373,407,2132
Cap1,6,175,66,6
Cap2,74,242,363,444
Capg,0,0,0,0
Capn1,25,0,1,0
Capn10,0,0,29,0
Capn11,0,0,0,0
Capn12,0,0,0,0
Capn13,0,0,0,0
Capn2,924,39,1,770
Capn3,3,0,8,4
Capn5,0,142,89,7
Capn6,0,0,0,0
Capn7,41,16,1,6
Capn8,0,0,0,0
Capn9,0,0,0,0
Capns1,376,52,233,2
Capns2,0,0,0,0
Caprin1,2144,1080,278,1401
Caprin2,0,0,0,1
Caps2,0,1,0,0
Capsl,0,0,0,0
Capza1,77,26,15,38
Capza2,644,831,52,2902
Capza3,0,0,0,0
Capzb,438,649,143,619
Car1,0,0,0,0
Car10,100,3,130,1324
Car11,0,472,35,0
Car12,1625,1310,11,0
Car13,1,0,0,0
Car14,3,5,1,3
Car15,0,0,0,0
Car2,1810,412,436,126
Car3,0,0,0,0
Car4,95,0,24,0
Car5a,49,33,64,28
Car5b,66,115,110,109
Car6,0,0,0,0
Car7,3,230,0,0
Car8,2,16,8,211
Car9,5,2,3,0
Card10,0,8,0,0
Card11,0,0,0,0
Card14,0,0,0,0
Card6,3,0,2,0
Card9,0,0,0,0
Carf,0,0,0,0
Carhsp1,1,3,15,71
Carkd,181,102,29,524
Carm1,2,0,9,379
Carns1,302,0,0,0
Cars,178,33,237,1
Cars2,463,0,16,0
Cartpt,63,6,0,0
Casc1,0,0,0,275
Casc3,67,706,179,0
Casc4,794,1447,637,501
Casc5,0,0,0,0
Casd1,96,132,109,16
Cask,1610,149,45,65
Caskin1,340,139,26,1
Caskin2,0,0,0,0
Casp1,0,0,0,0
Casp12,41,0,0,0
Casp14,0,0,0,0
Casp2,0,12,0,0
Casp3,0,0,0,32
Casp4,0,0,0,0
Casp6,0,0,1,0
Casp7,0,0,0,0
Casp8,1,0,0,0
Casp8ap2,305,49,2,0
Casp9,4,0,0,131
Casq1,0,0,0,0
Casq2,0,0,5,0
Casr,0,0,0,0
Cass4,5,1,0,0
Cast,39,0,0,0
Casz1,0,0,0,0
Cat,694,2,427,19
Catsper1,0,0,0,0
Catsper2,0,31,0,0
Catsper3,0,0,0,0
Catsper4,0,0,0,0
Catsperb,0,0,0,0
Catsperd,0,0,0,0
Catsperg1,0,0,0,0
Catsperg2,0,0,0,0
Cav1,18,0,0,5
Cav2,0,0,56,0
Cav3,0,0,0,0
Cbfa2t2,80,29,8,447
Cbfa2t3,184,358,114,255
Cbfb,0,15,44,0
Cbl,76,20,47,33
Cblb,3,0,6,0
Cblc,0,0,0,0
Cbll1,51,7,174,76
Cbln1,2,0,83,0
Cbln2,162,0,6,0
Cbln3,184,133,153,110
Cbln4,0,0,116,0
Cbr1,0,58,19,3
Cbr2,0,0,0,212
Cbr3,0,0,0,0
Cbr4,0,0,0,0
Cbs,0,1,0,0
Cbwd1,59,0,5,0
Cbx1,101,145,28,0
Cbx2,0,0,0,0
Cbx3,1139,757,286,1997
Cbx4,4,104,42,680
Cbx5,74,1087,301,49
Cbx6,319,1068,78,798
Cbx7,112,0,59,8
Cbx8,9,0,0,0
Cby1,289,0,59,3
Cc2d1a,536,43,0,10
Cc2d1b,0,57,1,0
Cc2d2a,0,495,69,397
Ccar1,625,213,72,45
Ccbe1,7,0,1,0
Ccbl1,72,0,0,0
Ccbl2,0,0,0,0
Ccbp2,0,0,0,6
Ccdc101,0,0,3,0
Ccdc102a,0,0,0,0
Ccdc103,8,0,5,0
Ccdc104,1111,394,114,657
Ccdc105,0,0,0,0
Ccdc106,0,5,0,0
Ccdc107,590,173,97,0
Ccdc108,0,0,1,0
Ccdc109b,0,0,0,0
Ccdc11,0,0,1,5
Ccdc110,0,0,6,0
Ccdc111,0,0,0,5
Ccdc112,8,6,19,86
Ccdc113,0,0,0,0
Ccdc114,0,0,0,0
Ccdc115,0,10,10,520
Ccdc116,0,0,0,1
Ccdc117,5,0,0,32
Ccdc12,829,306,246,16
Ccdc120,0,56,0,0
Ccdc121,0,0,0,0
Ccdc122,43,0,0,21
Ccdc124,410,351,106,244
Ccdc125,1,4,3,1
Ccdc126,53,0,29,0
Ccdc127,514,58,140,182
Ccdc129,0,0,0,0
Ccdc13,0,0,0,0
Ccdc130,76,5,3,67
Ccdc132,166,30,26,53
Ccdc134,107,0,2,0
Ccdc135,0,0,0,0
Ccdc136,203,75,20,139
Ccdc137,28,33,9,9
Ccdc138,0,0,3,0
Ccdc14,0,0,0,0
Ccdc141,5,0,0,0
Ccdc142,348,0,0,0
Ccdc144b,0,0,0,0
Ccdc146,0,0,4,0
Ccdc147,0,0,0,577
Ccdc148,370,2,40,11
Ccdc149,0,32,0,8
Ccdc15,0,0,0,0
Ccdc150,0,0,0,0
Ccdc151,76,0,1,0
Ccdc152,0,0,0,0
Ccdc153,2,6,17,4
Ccdc154,0,0,0,0
Ccdc155,0,0,18,0
Ccdc157,3,3,11,0
Ccdc158,0,0,0,0
Ccdc159,394,0,2,56
Ccdc160,0,0,0,0
Ccdc162,0,0,0,0
Ccdc163,0,0,0,0
Ccdc164,101,233,0,0
Ccdc166,0,0,0,0
Ccdc167,38,7,269,13
Ccdc169,0,2,0,3
Ccdc17,0,0,0,0
Ccdc170,0,0,0,0
Ccdc171,0,24,0,98
Ccdc172,0,0,0,0
Ccdc173,1,0,0,0
Ccdc174,111,255,5,26
Ccdc175,0,0,0,0
Ccdc176,84,109,17,57
Ccdc177,0,0,14,0
Ccdc178,0,0,0,0
Ccdc18,0,1,0,0
Ccdc19,0,0,0,0
Ccdc22,0,0,0,0
Ccdc23,168,60,12,0
Ccdc24,0,0,0,0
Ccdc25,33,470,75,771
Ccdc27,0,0,0,0
Ccdc28a,240,33,7,60
Ccdc28b,11,4,166,2
Ccdc3,32,0,15,0
Ccdc30,450,174,6,0
Ccdc32,468,39,92,83
Ccdc33,0,0,0,0
Ccdc34,77,304,7,193
Ccdc36,12,19,15,5
Ccdc37,0,1,0,55
Ccdc38,0,0,0,0
Ccdc39,20,573,0,1
Ccdc40,0,0,0,0
Ccdc41,0,38,74,29
Ccdc42,0,0,0,0
Ccdc42b,0,0,0,0
Ccdc43,20,2,48,0
Ccdc47,1136,89,712,958
Ccdc50,179,82,186,110
Ccdc51,0,0,0,0
Ccdc53,0,5,0,0
Ccdc54,0,0,0,0
Ccdc55,98,47,33,13
Ccdc57,157,0,1,0
Ccdc58,144,143,13,0
Ccdc59,26,126,96,12
Ccdc6,123,12,0,0
Ccdc60,0,0,0,0
Ccdc61,0,26,0,0
Ccdc62,0,0,0,183
Ccdc63,0,0,0,0
Ccdc64,45,0,0,0
Ccdc64b,0,0,0,0
Ccdc65,0,0,0,0
Ccdc66,0,18,94,0
Ccdc67,3,1,3,1
Ccdc68,0,0,0,0
Ccdc69,0,0,0,0
Ccdc7,0,0,0,0
Ccdc70,0,0,0,0
Ccdc71,6,0,0,17
Ccdc71l,505,2,32,0
Ccdc73,0,168,6,0
Ccdc74a,0,0,46,0
Ccdc77,3,0,18,0
Ccdc78,45,88,47,81
Ccdc79,0,0,0,0
Ccdc8,0,0,0,0
Ccdc80,0,1,46,0
Ccdc81,0,0,0,0
Ccdc82,1105,671,492,206
Ccdc83,0,0,0,0
Ccdc84,274,0,2,8
Ccdc85a,374,113,108,50
Ccdc85b,299,76,31,24
Ccdc85c,0,0,0,0
Ccdc86,13,369,0,0
Ccdc87,0,0,0,0
Ccdc88a,462,432,557,1591
Ccdc88b,0,0,0,0
Ccdc88c,0,0,7,8
Ccdc89,0,0,0,0
Ccdc9,0,0,14,0
Ccdc90a,6,39,0,55
Ccdc90b,109,7,21,0
Ccdc91,4,1,7,215
Ccdc92,375,225,97,38
Ccdc93,0,36,0,2
Ccdc94,0,0,6,0
Ccdc96,0,0,0,0
Ccdc97,248,48,0,0
Ccer1,0,0,0,0
Cchcr1,0,0,0,0
Ccin,0,0,0,0
Cck,183,222,234,31
Cckar,1,0,1,0
Cckbr,0,0,0,0
Ccl1,0,0,0,0
Ccl11,0,0,0,0
Ccl12,0,0,0,0
Ccl17,0,0,0,0
Ccl19,0,0,0,0
Ccl2,0,0,0,0
Ccl20,0,0,0,0
Ccl21a,0,0,0,0
Ccl21b,0,0,0,0
Ccl21c,0,0,0,0
Ccl22,0,0,0,0
Ccl24,0,0,0,0
Ccl25,0,0,0,0
Ccl26,0,0,0,0
Ccl27a,14,138,23,54
Ccl27b,0,0,0,0
Ccl28,1,0,7,4
Ccl3,0,0,0,0
Ccl4,0,0,0,0
Ccl5,0,0,0,0
Ccl6,0,0,0,10
Ccl7,0,0,0,0
Ccl8,0,0,0,0
Ccl9,48,43,56,32
Ccm2,0,532,0,7
Ccm2l,0,0,0,0
Ccna1,0,0,0,0
Ccna2,0,0,0,0
Ccnb1,50,0,0,0
Ccnb1ip1,0,0,0,0
Ccnb2,0,0,0,0
Ccnb3,0,0,0,0
Ccnc,34,0,28,643
Ccnd1,1,485,80,43
Ccnd2,1147,355,210,33
Ccnd3,0,0,7,0
Ccndbp1,288,0,6,593
Ccne1,18,15,17,0
Ccne2,20,0,0,0
Ccnf,248,24,0,0
Ccng1,345,49,444,903
Ccng2,211,41,87,0
Ccnh,212,5,120,120
Ccni,275,336,461,435
Ccnj,0,37,0,0
Ccnjl,0,66,1,0
Ccnk,157,168,3,2
Ccnl1,332,92,365,0
Ccnl2,988,441,295,286
Ccno,0,0,0,0
Ccnt1,650,2,16,0
Ccnt2,515,394,464,0
Ccny,552,5,16,242
Ccnyl1,0,3,0,0
Ccp110,96,75,7,1
Ccpg1,40,166,86,53
Ccr1,0,0,0,0
Ccr10,0,0,0,0
Ccr1l1,0,0,0,0
Ccr2,0,0,0,0
Ccr3,0,0,0,0
Ccr4,8,37,12,7
Ccr5,0,0,0,0
Ccr6,0,0,0,0
Ccr7,0,0,0,0
Ccr8,0,0,0,0
Ccr9,1,0,8,0
Ccrl1,0,0,0,0
Ccrl2,0,0,0,0
Ccrn4l,57,52,59,206
Ccs,541,0,0,0
Ccsap,817,8,39,1
Ccser1,15,84,25,0
Ccser2,106,462,16,651
Cct2,983,60,75,9
Cct3,2549,173,106,1039
Cct4,226,833,96,793
Cct5,1484,1009,55,62
Cct6a,232,728,5,587
Cct6b,0,0,0,0
Cct7,1809,1097,272,460
Cct8,925,1426,322,3919
Cct8l1,0,0,0,0
Ccz1,5,292,1,8
Cd101,0,0,0,0
Cd109,0,0,0,0
Cd14,0,0,0,0
Cd151,0,0,28,0
Cd160,0,0,0,0
Cd163,25,22,23,3
Cd163l1,0,0,0,0
Cd164,417,375,3,799
Cd164l2,0,0,0,0
Cd177,0,0,0,0
Cd180,0,0,0,0
Cd19,0,0,0,0
Cd1d1,3,0,0,0
Cd1d2,0,0,0,0
Cd2,0,0,0,0
Cd200,8,0,103,1
Cd200r1,0,0,0,0
Cd200r2,8,0,7,0
Cd200r3,0,0,0,0
Cd200r4,0,0,0,0
Cd207,0,0,0,0
Cd209a,0,0,0,0
Cd209b,0,0,0,0
Cd209c,0,0,0,0
Cd209d,0,0,0,0
Cd209e,0,0,0,0
Cd209f,0,0,0,0
Cd209g,0,0,0,0
Cd22,9,21,30,43
Cd226,0,13,0,0
Cd244,0,0,0,0
Cd247,0,0,0,0
Cd248,0,0,0,2
Cd24a,33,0,91,9
Cd27,0,0,0,0
Cd274,154,158,198,324
Cd276,0,0,0,0
Cd28,0,0,0,0
Cd2ap,78,1,6,82
Cd2bp2,473,66,111,5
Cd300a,105,44,62,11
Cd300c,0,0,0,0
Cd300e,0,0,0,0
Cd300lb,0,0,0,0
Cd300ld,4,1,1,0
Cd300lf,18,9,20,33
Cd300lg,67,32,58,52
Cd300lh,0,0,0,0
Cd302,0,138,48,0
Cd320,151,75,0,9
Cd33,5,43,7,3
Cd34,7,0,1,0
Cd36,0,0,0,0
Cd37,0,0,0,0
Cd38,18,17,4,0
Cd3d,39,11,29,32
Cd3e,0,0,0,0
Cd3eap,90,26,34,67
Cd3g,0,0,0,12
Cd4,0,0,0,0
Cd40,0,0,0,0
Cd40lg,0,0,0,0
Cd44,0,0,0,9
Cd46,0,0,0,0
Cd47,2082,413,641,929
Cd48,0,0,0,0
Cd5,0,0,0,0
Cd52,0,0,0,0
Cd53,0,133,0,0
Cd55,0,0,0,0
Cd59a,38,0,20,26
Cd59b,0,0,0,0
Cd5l,0,0,0,0
Cd6,0,0,0,0
Cd63,541,1031,175,521
Cd68,0,0,0,0
Cd69,0,0,0,0
Cd7,0,0,0,0
Cd70,0,0,0,0
Cd72,0,0,0,0
Cd74,1,0,0,0
Cd79a,32,54,0,0
Cd79b,0,0,0,0
Cd80,0,0,0,0
Cd81,540,51,212,934
Cd82,10,0,51,0
Cd83,7,0,90,0
Cd84,197,3,53,65
Cd86,0,0,0,0
Cd8a,0,0,0,0
Cd8b1,1,1,0,2
Cd9,342,439,69,0
Cd93,35,33,50,9
Cd96,0,0,0,0
Cd97,1,0,202,0
Cd99l2,346,25,88,24
Cda,0,0,0,4
Cdadc1,151,59,4,8
Cdan1,124,0,0,5
Cdc123,920,20,1408,154
Cdc14a,1,0,0,0
Cdc14b,43,87,73,9
Cdc16,112,99,20,0
Cdc20,0,0,0,0
Cdc23,162,18,3,0
Cdc25a,0,26,1,240
Cdc25b,0,728,0,18
Cdc25c,0,0,0,0
Cdc26,0,372,150,0
Cdc27,183,0,21,650
Cdc34,0,44,0,0
Cdc37,1224,482,61,196
Cdc37l1,28,84,103,7
Cdc40,266,52,158,76
Cdc42,426,851,744,622
Cdc42bpa,618,312,1246,811
Cdc42bpb,23,0,21,66
Cdc42bpg,0,0,0,0
Cdc42ep1,3,0,1,0
Cdc42ep2,0,0,50,10
Cdc42ep3,3,15,0,0
Cdc42ep4,0,0,0,183
Cdc42ep5,0,0,0,0
Cdc42se1,31,2,88,530
Cdc42se2,2290,214,655,2522
Cdc45,0,0,0,81
Cdc5l,560,305,139,65
Cdc6,0,0,0,0
Cdc7,0,0,0,0
Cdc73,0,88,5,271
Cdca2,25,0,0,0
Cdca3,0,0,0,0
Cdca4,0,1,0,872
Cdca5,0,0,0,0
Cdca7,0,0,2,0
Cdca7l,0,0,0,0
Cdca8,0,0,0,0
Cdcp1,0,0,0,0
Cdcp2,0,0,0,0
Cdh1,0,0,0,0
Cdh10,487,17,0,18
Cdh11,251,17,10,21
Cdh12,31,91,448,11
Cdh13,27,1,3,2
Cdh15,202,0,0,0
Cdh16,1,10,1,0
Cdh17,0,0,0,0
Cdh18,0,0,0,0
Cdh19,0,0,0,0
Cdh2,1475,234,455,87
Cdh20,4,2,5,5
Cdh22,1,156,0,0
Cdh23,0,0,0,0
Cdh24,0,0,0,0
Cdh26,0,0,0,0
Cdh3,0,0,0,1
Cdh4,24,0,36,0
Cdh5,47,0,0,0
Cdh6,1,1,0,8
Cdh7,1,0,2,0
Cdh8,247,456,26,25
Cdh9,736,380,467,192
Cdhr1,0,0,0,0
Cdhr2,0,0,0,0
Cdhr3,0,0,0,0
Cdhr5,0,0,0,0
Cdip1,719,76,264,1359
Cdipt,637,749,128,71
Cdk1,0,0,0,0
Cdk10,410,230,305,0
Cdk11b,274,173,76,805
Cdk12,392,291,94,33
Cdk13,25,9,35,80
Cdk14,569,442,367,218
Cdk15,0,0,0,0
Cdk16,982,79,154,40
Cdk17,131,22,321,602
Cdk18,1,131,0,0
Cdk19,46,227,6,11
Cdk2,16,0,0,12
